word 	tf_score 	idf_score
3g networks 	23 	7.25830595369 	166.941036935
3g phone 	24 	7.25830595369 	174.199342889
3g read 	20 	7.39183734631 	147.836746926
3g service 	10 	8.03846451124 	80.3846451124
3g slide 	41 	6.85284084558 	280.966474669
3g smartphone 	16 	7.60314643998 	121.65034304
3g speeds 	31 	6.97062388124 	216.089340318
3g support 	113 	5.76353094957 	651.278997302
3g umts 	12 	7.87141042657 	94.4569251189
3g wi 	35 	6.88101172255 	240.835410289
3g wifi 	17 	7.54598802614 	128.281796444
3gs 	64 	6.46606787048 	413.828343711
3in 	21 	7.39183734631 	155.228584273
3in screen 	13 	7.87141042657 	102.328335545
3inch 	16 	7.60314643998 	121.65034304
3mp 	22 	7.39183734631 	162.620421619
3mp camera 	13 	7.87141042657 	102.328335545
3rd 	22 	7.30086556811 	160.619042498
3rd party 	11 	7.95145313425 	87.4659844767
40 	16 	7.60314643998 	121.65034304
400 	14 	7.72830958293 	108.196334161
41 	16 	7.72830958293 	123.652953327
41 megapixel 	14 	7.87141042657 	110.199745972
42 	17 	7.60314643998 	129.25348948
480 	54 	6.4290265988 	347.167436335
480 resolution 	10 	8.03846451124 	80.3846451124
49 	32 	7.00237257955 	224.075922546
49 99 	24 	7.30086556811 	175.220773635
4g 	1773 	3.43057076478 	6082.40196596
4g android 	19 	7.54598802614 	143.373772497
4g best 	11 	7.95145313425 	87.4659844767
4g capable 	12 	7.87141042657 	94.4569251189
4g connectivity 	28 	7.10415527386 	198.916347668
4g coverage 	19 	7.49192080487 	142.346495293
4g data 	50 	6.56515877313 	328.257938656
4g device 	17 	7.54598802614 	128.281796444
4g features 	23 	7.25830595369 	166.941036935
4g giant 	19 	7.44062751048 	141.371922699
4g great 	11 	8.03846451124 	88.4231096236
4g hspa 	21 	7.34531733068 	154.251663944
4g htc 	21 	7.34531733068 	154.251663944
4g isn 	12 	7.87141042657 	94.4569251189
4g job 	17 	7.54598802614 	128.281796444
4g lte 	421 	4.62821729406 	1948.4794808
4g mobile 	14 	7.72830958293 	108.196334161
4g network 	34 	6.88101172255 	233.954398567
4g phone 	23 	7.30086556811 	167.919908066
4g read 	11 	7.95145313425 	87.4659844767
4g slide 	28 	7.44062751048 	208.337570293
4g smartphone 	16 	7.60314643998 	121.65034304
4g speeds 	83 	6.07965095735 	504.61102946
4g sprint 	13 	7.79730245442 	101.364931907
4g support 	18 	7.49192080487 	134.854574488
4g wimax 	13 	7.79730245442 	101.364931907
4gb 	43 	6.74748032992 	290.141654187
4ghz 	16 	7.72830958293 	123.652953327
4in 	25 	7.21748395917 	180.437098979
4inch 	10 	8.03846451124 	80.3846451124
4s 	185 	5.49471736143 	1016.52271186
4s faster 	17 	7.54598802614 	128.281796444
4s isn 	23 	7.25830595369 	166.941036935
50 	73 	6.21685207886 	453.830201757
50 price 	13 	7.79730245442 	101.364931907
500 	27 	7.10415527386 	191.812192394
512mb 	23 	7.25830595369 	166.941036935
5130 	17 	7.87141042657 	133.813977252
520 	23 	7.54598802614 	173.557724601
540 	15 	7.6637710618 	114.956565927
5530 	18 	7.54598802614 	135.827784471
5530 xpressmusic 	14 	7.79730245442 	109.162234362
5800 	103 	6.05433314936 	623.596314384
5800 xpressmusic 	50 	6.67515966834 	333.757983417
5g 	16 	7.60314643998 	121.65034304
5ghz 	67 	6.23166716464 	417.521700031
5ghz dual 	26 	7.14052291803 	185.653595869
5ghz processor 	17 	7.60314643998 	129.25348948
5in 	11 	7.95145313425 	87.4659844767
5megapixel 	17 	7.54598802614 	128.281796444
5megapixel camera 	15 	7.6637710618 	114.956565927
5mm 	278 	4.84164840443 	1345.97825643
5mm audio 	32 	6.93985222257 	222.075271122
5mm headphone 	143 	5.48759989366 	784.726784793
5mm headset 	15 	7.6637710618 	114.956565927
5mm jack 	58 	6.3933085162 	370.81189394
5mp 	72 	6.17367990699 	444.504953304
5mp camera 	54 	6.44737573747 	348.158289823
5th 	19 	7.49192080487 	142.346495293
5th edition 	17 	7.60314643998 	129.25348948
60 	38 	6.88101172255 	261.478445457
600 	35 	6.88101172255 	240.835410289
620 	60 	6.54453948593 	392.672369156
640 	13 	7.79730245442 	101.364931907
64gb 	28 	7.17826324601 	200.991370888
65 	13 	7.79730245442 	101.364931907
650 	60 	6.54453948593 	392.672369156
6500 	29 	7.49192080487 	217.265703341
6500 classic 	22 	7.6637710618 	168.60296336
6650 	25 	7.72830958293 	193.207739573
6700 	17 	7.79730245442 	132.554141725
6700 slide 	15 	7.87141042657 	118.071156399
6790 	11 	8.03846451124 	88.4231096236
680 	45 	6.90999925942 	310.949966674
700 	15 	7.6637710618 	114.956565927
700p 	46 	6.85284084558 	315.230678897
700w 	50 	6.79877362431 	339.938681215
700wx 	24 	7.6637710618 	183.930505483
710 	102 	6.20225327944 	632.629834503
720 	55 	6.65217015012 	365.869358256
720p 	196 	5.21061311032 	1021.28016962
720p display 	28 	7.14052291803 	199.934641705
720p hd 	57 	6.37591677349 	363.427256089
720p video 	59 	6.35882234013 	375.170518068
750 	40 	6.90999925942 	276.399970377
7510 	14 	8.03846451124 	112.538503157
755p 	28 	7.39183734631 	206.971445697
7610 	17 	7.6637710618 	130.284108051
7in 	21 	7.60314643998 	159.66607524
7inch 	11 	7.95145313425 	87.4659844767
80 	15 	7.72830958293 	115.924643744
800 	181 	5.39293466712 	976.121174748
800 480 	29 	7.03516240237 	204.019709669
800w 	47 	6.90999925942 	324.769965193
802 	25 	7.21748395917 	180.437098979
802 11b 	13 	7.79730245442 	101.364931907
808 	60 	6.69869016575 	401.921409945
808 pureview 	47 	6.97062388124 	327.619322418
8120 	62 	6.79877362431 	421.523964707
8120 pearl 	35 	6.88101172255 	240.835410289
820 	61 	6.52433677861 	397.984543495
850 	23 	7.34531733068 	168.942298606
850 900 	15 	7.6637710618 	114.956565927
8525 	22 	8.03846451124 	176.846219247
8700g 	16 	7.95145313425 	127.223250148
8800 	49 	6.82544187139 	334.446651698
8820 	39 	7.06906395405 	275.693494208
8830 	22 	7.72830958293 	170.022810825
8gb 	104 	5.88248289244 	611.778220813
8gb internal 	18 	7.49192080487 	134.854574488
8gb microsd 	10 	8.03846451124 	80.3846451124
8gb storage 	13 	7.79730245442 	101.364931907
8megapixel 	29 	7.03516240237 	204.019709669
8megapixel camera 	23 	7.25830595369 	166.941036935
8mp 	83 	6.07965095735 	504.61102946
8mp camera 	47 	6.58621218233 	309.551972569
8s 	71 	6.3933085162 	453.92490465
8s htc 	10 	8.03846451124 	80.3846451124
8x 	145 	5.66567515957 	821.522898138
8x great 	10 	8.03846451124 	80.3846451124
8x htc 	18 	7.6637710618 	137.947879112
900 	120 	5.8412399339 	700.948792068
900 1800 	20 	7.39183734631 	147.836746926
920 	131 	5.79196888489 	758.747923921
925 	16 	7.87141042657 	125.942566825
928 	17 	7.95145313425 	135.174703282
960 	17 	7.54598802614 	128.281796444
99 	284 	5.08450165056 	1443.99846876
99 99 	41 	6.90999925942 	283.309969636
99 contract 	44 	6.65217015012 	292.695486605
99 htc 	22 	7.60314643998 	167.26922168
99 motorola 	15 	8.03846451124 	120.576967669
99 price 	25 	7.17826324601 	179.45658115
99 year 	20 	7.44062751048 	148.81255021
999 	12 	7.87141042657 	94.4569251189
9mm 	10 	8.03846451124 	80.3846451124
a2dp 	23 	7.25830595369 	166.941036935
a5 	13 	7.79730245442 	101.364931907
aaron 	12 	7.87141042657 	94.4569251189
abilities 	34 	6.88101172255 	233.954398567
ability 	77 	6.09255436218 	469.126685888
able 	118 	5.71786091274 	674.707587703
absence 	20 	7.39183734631 	147.836746926
absolute 	11 	7.95145313425 	87.4659844767
absolutely 	75 	6.1188716705 	458.915375287
abstract 	3409 	2.30189221376 	7847.1505567
abstract android 	16 	7.60314643998 	121.65034304
abstract announced 	13 	7.79730245442 	101.364931907
abstract apple 	31 	6.97062388124 	216.089340318
abstract best 	15 	7.6637710618 	114.956565927
abstract blackberry 	37 	6.79877362431 	251.554624099
abstract design 	11 	7.95145313425 	87.4659844767
abstract droid 	14 	7.72830958293 	108.196334161
abstract glance 	10 	8.03846451124 	80.3846451124
abstract got 	10 	8.03846451124 	80.3846451124
abstract htc 	204 	5.1133498049 	1043.1233602
abstract htcs 	10 	8.03846451124 	80.3846451124
abstract huawei 	12 	7.87141042657 	94.4569251189
abstract iphone 	27 	7.10415527386 	191.812192394
abstract just 	23 	7.25830595369 	166.941036935
abstract latest 	14 	7.72830958293 	108.196334161
abstract lg 	24 	7.21748395917 	173.21961502
abstract like 	20 	7.39183734631 	147.836746926
abstract long 	20 	7.39183734631 	147.836746926
abstract looking 	10 	8.03846451124 	80.3846451124
abstract lot 	12 	7.87141042657 	94.4569251189
abstract lumia 	15 	7.6637710618 	114.956565927
abstract mobile 	58 	6.35882234013 	368.811695728
abstract months 	16 	7.60314643998 	121.65034304
abstract motorola 	122 	5.62417542866 	686.149402297
abstract new 	28 	7.06906395405 	197.933790713
abstract nokia 	247 	4.92293103787 	1215.96396635
abstract nokias 	25 	7.17826324601 	179.45658115
abstract original 	16 	7.60314643998 	121.65034304
abstract page 	12 	7.87141042657 	94.4569251189
abstract palm 	71 	6.15969366502 	437.338250216
abstract phone 	14 	7.72830958293 	108.196334161
abstract recently 	11 	7.95145313425 	87.4659844767
abstract remember 	11 	7.95145313425 	87.4659844767
abstract review 	13 	7.79730245442 	101.364931907
abstract samsung 	28 	7.06906395405 	197.933790713
abstract second 	10 	8.03846451124 	80.3846451124
abstract smartphone 	14 	7.72830958293 	108.196334161
abstract sony 	90 	5.92550027752 	533.295024977
abstract spec 	17 	7.54598802614 	128.281796444
abstract sponsored 	33 	6.90999925942 	228.029975561
abstract sprint 	11 	7.95145313425 	87.4659844767
abstract time 	16 	7.60314643998 	121.65034304
abstract today 	13 	7.79730245442 	101.364931907
abstract touch 	11 	7.95145313425 	87.4659844767
abstract treo 	18 	7.49192080487 	134.854574488
abstract type 	10 	8.03846451124 	80.3846451124
abstract ve 	51 	6.48511606545 	330.740919338
abstract verizon 	15 	7.6637710618 	114.956565927
abstract video 	96 	5.86164880553 	562.718285331
abstract week 	10 	8.03846451124 	80.3846451124
abstract windows 	11 	7.95145313425 	87.4659844767
abstract xperia 	16 	7.60314643998 	121.65034304
abstract year 	17 	7.54598802614 	128.281796444
accelerometer 	35 	6.88101172255 	240.835410289
acceptable 	20 	7.39183734631 	147.836746926
access 	271 	4.9109068449 	1330.85575497
access android 	14 	7.72830958293 	108.196334161
access microsd 	13 	7.79730245442 	101.364931907
access read 	12 	7.87141042657 	94.4569251189
accessible 	36 	6.82544187139 	245.71590737
accessories 	107 	5.97045166538 	638.838328196
accessory 	21 	7.39183734631 	155.228584273
accidentally 	10 	8.03846451124 	80.3846451124
accomplished 	10 	8.03846451124 	80.3846451124
according 	17 	7.54598802614 	128.281796444
account 	34 	6.93985222257 	235.954975567
accounts 	38 	6.82544187139 	259.366791113
accurate 	43 	6.65217015012 	286.043316455
accurately 	10 	8.03846451124 	80.3846451124
ace 	16 	7.6637710618 	122.620336989
acer 	16 	7.6637710618 	122.620336989
acer liquid 	10 	8.03846451124 	80.3846451124
achilles 	13 	7.79730245442 	101.364931907
achilles heel 	13 	7.79730245442 	101.364931907
action 	21 	7.34531733068 	154.251663944
actions 	14 	7.72830958293 	108.196334161
activated 	20 	7.39183734631 	147.836746926
active 	33 	7.00237257955 	231.078295125
actually 	144 	5.45962604162 	786.186149993
adapter 	30 	7.03516240237 	211.054872071
add 	110 	5.78239943388 	636.063937727
added 	82 	6.02964053677 	494.430524015
adding 	47 	6.56515877313 	308.562462337
addition 	168 	5.34260958323 	897.558409982
addition wi 	12 	7.95145313425 	95.417437611
additional 	44 	6.62969729427 	291.706680948
additions 	41 	6.77279813791 	277.684723654
address 	27 	7.17826324601 	193.813107642
address book 	12 	7.87141042657 	94.4569251189
adds 	145 	5.46654648446 	792.649240247
adequate 	18 	7.49192080487 	134.854574488
admirable 	34 	6.90999925942 	234.93997482
admirable data 	17 	7.54598802614 	128.281796444
admit 	33 	6.90999925942 	228.029975561
adobe 	20 	7.39183734631 	147.836746926
adobe flash 	19 	7.44062751048 	141.371922699
adopters 	15 	7.72830958293 	115.924643744
advanced 	150 	5.51637885821 	827.456828731
advanced multimedia 	17 	8.03846451124 	136.653896691
advanced smartphone 	13 	7.79730245442 	101.364931907
advantage 	51 	6.48511606545 	330.740919338
advantages 	17 	7.54598802614 	128.281796444
aesthetic 	20 	7.39183734631 	147.836746926
aesthetics 	23 	7.30086556811 	167.919908066
afford 	25 	7.17826324601 	179.45658115
affordable 	382 	4.55862400226 	1741.39436886
affordable android 	17 	7.54598802614 	128.281796444
affordable price 	89 	5.98201248778 	532.399111413
affordable smartphone 	12 	7.87141042657 	94.4569251189
affordably 	15 	7.79730245442 	116.959536816
affordably priced 	14 	7.87141042657 	110.199745972
age 	32 	6.93985222257 	222.075271122
aging 	17 	7.60314643998 	129.25348948
ago 	146 	5.46654648446 	798.115786731
agree 	13 	7.79730245442 	101.364931907
agreeable 	10 	8.03846451124 	80.3846451124
agreement 	15 	7.6637710618 	114.956565927
ahead 	61 	6.30922539899 	384.862749338
aimed 	47 	6.58621218233 	309.551972569
aims 	16 	7.60314643998 	121.65034304
air 	31 	7.03516240237 	218.090034474
al 	13 	7.79730245442 	101.364931907
al read 	10 	8.03846451124 	80.3846451124
albeit 	19 	7.44062751048 	141.371922699
alcatel 	28 	7.25830595369 	203.232566703
alcatel touch 	10 	8.03846451124 	80.3846451124
alert 	14 	7.79730245442 	109.162234362
alike 	18 	7.49192080487 	134.854574488
alison 	10 	8.03846451124 	80.3846451124
allow 	18 	7.49192080487 	134.854574488
allowing 	15 	7.6637710618 	114.956565927
allows 	27 	7.10415527386 	191.812192394
ally 	30 	7.54598802614 	226.379640784
alongside 	23 	7.25830595369 	166.941036935
alphanumeric 	10 	8.03846451124 	80.3846451124
alternative 	100 	5.82123926719 	582.123926719
alternatives 	18 	7.49192080487 	134.854574488
aluminium 	35 	6.90999925942 	241.84997408
aluminum 	44 	6.72278771733 	295.802659563
amaze 	37 	7.14052291803 	264.199347967
amaze 4g 	29 	7.30086556811 	211.725101475
amazing 	138 	5.5310850056 	763.289730772
amazing battery 	13 	7.87141042657 	102.328335545
amazing screen 	10 	8.03846451124 	80.3846451124
amazingly 	20 	7.39183734631 	147.836746926
amazon 	24 	7.25830595369 	174.199342889
america 	26 	7.14052291803 	185.653595869
american 	38 	6.85284084558 	260.407952132
american 3g 	11 	7.95145313425 	87.4659844767
american market 	10 	8.03846451124 	80.3846451124
amoled 	320 	4.71933208263 	1510.18626644
amoled display 	96 	5.88248289244 	564.718357674
amoled plus 	43 	6.74748032992 	290.141654187
amoled screen 	93 	5.91457120699 	550.05512225
amoled touch 	15 	7.6637710618 	114.956565927
ample 	15 	7.6637710618 	114.956565927
analog 	10 	8.03846451124 	80.3846451124
android 	3731 	2.49755753588 	9318.38716637
android app 	14 	7.72830958293 	108.196334161
android apps 	11 	7.95145313425 	87.4659844767
android based 	44 	6.65217015012 	292.695486605
android camera 	10 	8.03846451124 	80.3846451124
android device 	133 	5.56116246083 	739.634607291
android devices 	47 	6.56515877313 	308.562462337
android experience 	39 	6.74748032992 	263.151732867
android fan 	11 	7.95145313425 	87.4659844767
android fans 	21 	7.34531733068 	154.251663944
android fast 	10 	8.03846451124 	80.3846451124
android features 	12 	7.87141042657 	94.4569251189
android froyo 	19 	7.44062751048 	141.371922699
android gingerbread 	135 	5.56116246083 	750.756932213
android good 	16 	7.60314643998 	121.65034304
android great 	14 	7.72830958293 	108.196334161
android handset 	60 	6.34201522181 	380.520913309
android handsets 	26 	7.14052291803 	185.653595869
android htc 	41 	6.79877362431 	278.749718597
android ice 	126 	5.69142765567 	717.119884615
android ics 	36 	6.90999925942 	248.759973339
android interface 	10 	8.03846451124 	80.3846451124
android ios 	38 	6.77279813791 	257.36632924
android jelly 	57 	6.44737573747 	367.500417036
android lg 	12 	7.87141042657 	94.4569251189
android lineup 	12 	7.87141042657 	94.4569251189
android make 	12 	7.87141042657 	94.4569251189
android market 	47 	6.62969729427 	311.59577283
android mobile 	14 	7.72830958293 	108.196334161
android motorola 	11 	7.95145313425 	87.4659844767
android operating 	82 	6.02964053677 	494.430524015
android os 	188 	5.25457623374 	987.860331944
android phone 	412 	4.45494557278 	1835.43757599
android phones 	139 	5.54601065581 	770.895481158
android platform 	32 	6.93985222257 	222.075271122
android power 	14 	7.72830958293 	108.196334161
android powered 	46 	6.58621218233 	302.965760387
android read 	45 	6.60771838755 	297.34732744
android sense 	13 	7.79730245442 	101.364931907
android skin 	13 	7.79730245442 	101.364931907
android smart 	15 	7.72830958293 	115.924643744
android smartphone 	379 	4.55582679764 	1726.6583563
android smartphones 	73 	6.14590034289 	448.650725031
android software 	37 	6.79877362431 	251.554624099
android ui 	13 	7.79730245442 	101.364931907
android update 	10 	8.03846451124 	80.3846451124
android upgrade 	13 	7.79730245442 	101.364931907
android user 	13 	7.79730245442 	101.364931907
android users 	16 	7.60314643998 	121.65034304
android version 	19 	7.44062751048 	141.371922699
androids 	23 	7.30086556811 	167.919908066
angle 	27 	7.17826324601 	193.813107642
angles 	72 	6.14590034289 	442.504824688
anna 	14 	7.79730245442 	109.162234362
announced 	192 	5.19991782121 	998.384221672
announcement 	34 	6.88101172255 	233.954398567
annoyances 	10 	8.03846451124 	80.3846451124
annoying 	79 	6.1188716705 	483.390861969
answer 	45 	6.67515966834 	300.382185075
antenna 	36 	6.85284084558 	246.702270441
anticipated 	47 	6.56515877313 	308.562462337
anticipation 	12 	7.87141042657 	94.4569251189
antiquated 	11 	7.95145313425 	87.4659844767
ap 	10 	8.03846451124 	80.3846451124
ap read 	10 	8.03846451124 	80.3846451124
apart 	67 	6.21685207886 	416.529089284
app 	458 	4.41776656954 	2023.33708885
app catalog 	20 	7.44062751048 	148.81255021
app ecosystem 	22 	7.44062751048 	163.693805231
app read 	11 	7.95145313425 	87.4659844767
app selection 	40 	6.72278771733 	268.911508693
app store 	109 	5.83118959805 	635.599666187
app support 	11 	7.95145313425 	87.4659844767
apparent 	12 	7.87141042657 	94.4569251189
appeal 	195 	5.19991782121 	1013.98397514
appeal read 	15 	7.6637710618 	114.956565927
appealing 	73 	6.20225327944 	452.764489399
appealing design 	11 	8.03846451124 	88.4231096236
appear 	56 	6.4290265988 	360.025489533
appear green 	33 	6.90999925942 	228.029975561
appearance 	34 	6.90999925942 	234.93997482
appeared 	17 	7.54598802614 	128.281796444
appears 	28 	7.10415527386 	198.916347668
apple 	531 	4.3226776042 	2295.34180783
apple iphone 	173 	5.38650377679 	931.865153384
apples 	41 	6.79877362431 	278.749718597
apples iphone 	16 	7.6637710618 	122.620336989
application 	60 	6.3933085162 	383.598510972
applications 	207 	5.21061311032 	1078.59691384
appreciate 	42 	6.67515966834 	280.35670607
appreciated 	12 	7.87141042657 	94.4569251189
approach 	29 	7.03516240237 	204.019709669
apps 	841 	3.84331524989 	3232.22812516
apps available 	26 	7.14052291803 	185.653595869
apps good 	10 	8.03846451124 	80.3846451124
apps great 	10 	8.03846451124 	80.3846451124
apps htc 	16 	7.60314643998 	121.65034304
apps iphone 	11 	7.95145313425 	87.4659844767
apps like 	17 	7.54598802614 	128.281796444
apps nokia 	11 	7.95145313425 	87.4659844767
apps read 	41 	6.69869016575 	274.646296796
apps windows 	16 	7.60314643998 	121.65034304
april 	22 	7.30086556811 	160.619042498
arc 	162 	5.74501190181 	930.691928093
area 	58 	6.4290265988 	372.883542731
area read 	10 	8.03846451124 	80.3846451124
areas 	87 	6.00554298519 	522.482239712
aren 	102 	5.80163079581 	591.766341172
arent 	15 	7.6637710618 	114.956565927
arguably 	35 	6.85284084558 	239.849429595
argue 	15 	7.6637710618 	114.956565927
aria 	30 	7.25830595369 	217.749178611
array 	41 	6.69869016575 	274.646296796
array features 	12 	7.87141042657 	94.4569251189
arrival 	19 	7.44062751048 	141.371922699
arrive 	60 	6.58621218233 	395.17273094
arrived 	46 	6.58621218233 	302.965760387
arrives 	15 	7.6637710618 	114.956565927
art 	19 	7.44062751048 	141.371922699
article 	29 	7.10415527386 	206.020502942
articles 	13 	7.95145313425 	103.368890745
ascend 	116 	6.1188716705 	709.789113778
ascend p1 	32 	7.21748395917 	230.959486693
asha 	15 	7.87141042657 	118.071156399
aside 	89 	5.93655011371 	528.35296012
ask 	16 	7.60314643998 	121.65034304
asked 	15 	7.6637710618 	114.956565927
asking 	22 	7.30086556811 	160.619042498
aspect 	36 	6.88101172255 	247.716422012
aspect ratio 	15 	7.72830958293 	115.924643744
aspects 	40 	6.72278771733 	268.911508693
ass 	19 	7.44062751048 	141.371922699
ass voice 	18 	7.49192080487 	134.854574488
assistant 	52 	6.88101172255 	357.812609572
assistant quality 	17 	7.54598802614 	128.281796444
assistant siri 	21 	7.39183734631 	155.228584273
associated 	14 	7.72830958293 	108.196334161
assortment 	10 	8.03846451124 	80.3846451124
asus 	61 	6.65217015012 	405.782379157
asus fonepad 	16 	7.6637710618 	122.620336989
atrix 	191 	5.64886804125 	1078.93379588
atrix 4g 	46 	6.77279813791 	311.548714344
atrix hd 	29 	7.54598802614 	218.833652758
attached 	18 	7.49192080487 	134.854574488
attempt 	50 	6.52433677861 	326.21683893
attempts 	12 	7.87141042657 	94.4569251189
attention 	79 	6.05433314936 	478.2923188
attract 	13 	7.79730245442 	101.364931907
attractive 	385 	4.53099793598 	1744.43420535
attractive compact 	15 	7.6637710618 	114.956565927
attractive design 	103 	5.81138697075 	598.572857987
attractive phone 	13 	7.87141042657 	102.328335545
attractive price 	19 	7.44062751048 	141.371922699
attractive slim 	11 	7.95145313425 	87.4659844767
attractive smartphone 	11 	7.95145313425 	87.4659844767
attractively 	14 	7.72830958293 	108.196334161
attracts 	11 	7.95145313425 	87.4659844767
audience 	34 	6.88101172255 	233.954398567
audio 	416 	4.50411459659 	1873.71167218
audio jack 	37 	6.79877362431 	251.554624099
audio playback 	19 	7.44062751048 	141.371922699
audio player 	15 	7.6637710618 	114.956565927
audio quality 	100 	5.86164880553 	586.164880553
audio speaker 	14 	7.72830958293 	108.196334161
audio technology 	11 	7.95145313425 	87.4659844767
audio video 	22 	7.30086556811 	160.619042498
august 	11 	8.03846451124 	88.4231096236
australia 	21 	7.39183734631 	155.228584273
australian 	10 	8.03846451124 	80.3846451124
auto 	47 	6.56515877313 	308.562462337
auto focus 	20 	7.39183734631 	147.836746926
autofocus 	75 	6.14590034289 	460.942525717
autofocus camera 	21 	7.44062751048 	156.25317772
automatically 	14 	7.72830958293 	108.196334161
availability 	23 	7.30086556811 	167.919908066
available 	502 	4.25841566999 	2137.72466633
available market 	11 	7.95145313425 	87.4659844767
available mobile 	10 	8.03846451124 	80.3846451124
available read 	19 	7.44062751048 	141.371922699
available right 	11 	7.95145313425 	87.4659844767
available today 	20 	7.54598802614 	150.919760523
available verizon 	10 	8.03846451124 	80.3846451124
average 	486 	4.30296174104 	2091.23940615
average battery 	78 	6.06691193157 	473.219130662
average camera 	66 	6.26197251414 	413.290185933
average consumer 	11 	7.95145313425 	87.4659844767
