word 	tf_score 	idf_score
720p display 	28 	7.14052291803 	199.934641705
720p hd 	57 	6.37591677349 	363.427256089
720p video 	59 	6.35882234013 	375.170518068
800 480 	29 	7.03516240237 	204.019709669
802 11b 	13 	7.79730245442 	101.364931907
808 pureview 	47 	6.97062388124 	327.619322418
8120 pearl 	35 	6.88101172255 	240.835410289
850 900 	15 	7.6637710618 	114.956565927
8gb internal 	18 	7.49192080487 	134.854574488
8gb microsd 	10 	8.03846451124 	80.3846451124
8gb storage 	13 	7.79730245442 	101.364931907
8megapixel camera 	23 	7.25830595369 	166.941036935
8mp camera 	47 	6.58621218233 	309.551972569
8s htc 	10 	8.03846451124 	80.3846451124
8x great 	10 	8.03846451124 	80.3846451124
8x htc 	18 	7.6637710618 	137.947879112
900 1800 	20 	7.39183734631 	147.836746926
99 99 	41 	6.90999925942 	283.309969636
99 contract 	44 	6.65217015012 	292.695486605
99 htc 	22 	7.60314643998 	167.26922168
99 motorola 	15 	8.03846451124 	120.576967669
99 price 	25 	7.17826324601 	179.45658115
99 year 	20 	7.44062751048 	148.81255021
abstract android 	16 	7.60314643998 	121.65034304
abstract announced 	13 	7.79730245442 	101.364931907
abstract apple 	31 	6.97062388124 	216.089340318
abstract best 	15 	7.6637710618 	114.956565927
abstract blackberry 	37 	6.79877362431 	251.554624099
abstract design 	11 	7.95145313425 	87.4659844767
abstract droid 	14 	7.72830958293 	108.196334161
abstract glance 	10 	8.03846451124 	80.3846451124
abstract got 	10 	8.03846451124 	80.3846451124
abstract htc 	204 	5.1133498049 	1043.1233602
abstract htcs 	10 	8.03846451124 	80.3846451124
abstract huawei 	12 	7.87141042657 	94.4569251189
abstract iphone 	27 	7.10415527386 	191.812192394
abstract just 	23 	7.25830595369 	166.941036935
abstract latest 	14 	7.72830958293 	108.196334161
abstract lg 	24 	7.21748395917 	173.21961502
abstract like 	20 	7.39183734631 	147.836746926
abstract long 	20 	7.39183734631 	147.836746926
abstract looking 	10 	8.03846451124 	80.3846451124
abstract lot 	12 	7.87141042657 	94.4569251189
abstract lumia 	15 	7.6637710618 	114.956565927
abstract mobile 	58 	6.35882234013 	368.811695728
abstract months 	16 	7.60314643998 	121.65034304
abstract motorola 	122 	5.62417542866 	686.149402297
abstract new 	28 	7.06906395405 	197.933790713
abstract nokia 	247 	4.92293103787 	1215.96396635
abstract nokias 	25 	7.17826324601 	179.45658115
abstract original 	16 	7.60314643998 	121.65034304
abstract page 	12 	7.87141042657 	94.4569251189
abstract palm 	71 	6.15969366502 	437.338250216
abstract phone 	14 	7.72830958293 	108.196334161
abstract recently 	11 	7.95145313425 	87.4659844767
abstract remember 	11 	7.95145313425 	87.4659844767
abstract review 	13 	7.79730245442 	101.364931907
abstract samsung 	28 	7.06906395405 	197.933790713
abstract second 	10 	8.03846451124 	80.3846451124
abstract smartphone 	14 	7.72830958293 	108.196334161
abstract sony 	90 	5.92550027752 	533.295024977
abstract spec 	17 	7.54598802614 	128.281796444
abstract sponsored 	33 	6.90999925942 	228.029975561
abstract sprint 	11 	7.95145313425 	87.4659844767
abstract time 	16 	7.60314643998 	121.65034304
abstract today 	13 	7.79730245442 	101.364931907
abstract touch 	11 	7.95145313425 	87.4659844767
abstract treo 	18 	7.49192080487 	134.854574488
abstract type 	10 	8.03846451124 	80.3846451124
abstract ve 	51 	6.48511606545 	330.740919338
abstract verizon 	15 	7.6637710618 	114.956565927
abstract video 	96 	5.86164880553 	562.718285331
abstract week 	10 	8.03846451124 	80.3846451124
abstract windows 	11 	7.95145313425 	87.4659844767
abstract xperia 	16 	7.60314643998 	121.65034304
abstract year 	17 	7.54598802614 	128.281796444
access android 	14 	7.72830958293 	108.196334161
access microsd 	13 	7.79730245442 	101.364931907
access read 	12 	7.87141042657 	94.4569251189
acer liquid 	10 	8.03846451124 	80.3846451124
achilles heel 	13 	7.79730245442 	101.364931907
addition wi 	12 	7.95145313425 	95.417437611
address book 	12 	7.87141042657 	94.4569251189
admirable data 	17 	7.54598802614 	128.281796444
adobe flash 	19 	7.44062751048 	141.371922699
advanced multimedia 	17 	8.03846451124 	136.653896691
advanced smartphone 	13 	7.79730245442 	101.364931907
affordable android 	17 	7.54598802614 	128.281796444
affordable price 	89 	5.98201248778 	532.399111413
affordable smartphone 	12 	7.87141042657 	94.4569251189
affordably priced 	14 	7.87141042657 	110.199745972
al read 	10 	8.03846451124 	80.3846451124
alcatel touch 	10 	8.03846451124 	80.3846451124
amaze 4g 	29 	7.30086556811 	211.725101475
amazing battery 	13 	7.87141042657 	102.328335545
amazing screen 	10 	8.03846451124 	80.3846451124
american 3g 	11 	7.95145313425 	87.4659844767
american market 	10 	8.03846451124 	80.3846451124
amoled display 	96 	5.88248289244 	564.718357674
amoled plus 	43 	6.74748032992 	290.141654187
amoled screen 	93 	5.91457120699 	550.05512225
amoled touch 	15 	7.6637710618 	114.956565927
android app 	14 	7.72830958293 	108.196334161
android apps 	11 	7.95145313425 	87.4659844767
android based 	44 	6.65217015012 	292.695486605
android camera 	10 	8.03846451124 	80.3846451124
android device 	133 	5.56116246083 	739.634607291
android devices 	47 	6.56515877313 	308.562462337
android experience 	39 	6.74748032992 	263.151732867
android fan 	11 	7.95145313425 	87.4659844767
android fans 	21 	7.34531733068 	154.251663944
android fast 	10 	8.03846451124 	80.3846451124
android features 	12 	7.87141042657 	94.4569251189
android froyo 	19 	7.44062751048 	141.371922699
android gingerbread 	135 	5.56116246083 	750.756932213
android good 	16 	7.60314643998 	121.65034304
android great 	14 	7.72830958293 	108.196334161
android handset 	60 	6.34201522181 	380.520913309
android handsets 	26 	7.14052291803 	185.653595869
android htc 	41 	6.79877362431 	278.749718597
android ice 	126 	5.69142765567 	717.119884615
android ics 	36 	6.90999925942 	248.759973339
android interface 	10 	8.03846451124 	80.3846451124
android ios 	38 	6.77279813791 	257.36632924
android jelly 	57 	6.44737573747 	367.500417036
android lg 	12 	7.87141042657 	94.4569251189
android lineup 	12 	7.87141042657 	94.4569251189
android make 	12 	7.87141042657 	94.4569251189
android market 	47 	6.62969729427 	311.59577283
android mobile 	14 	7.72830958293 	108.196334161
android motorola 	11 	7.95145313425 	87.4659844767
android operating 	82 	6.02964053677 	494.430524015
android os 	188 	5.25457623374 	987.860331944
android phone 	412 	4.45494557278 	1835.43757599
android phones 	139 	5.54601065581 	770.895481158
android platform 	32 	6.93985222257 	222.075271122
android power 	14 	7.72830958293 	108.196334161
android powered 	46 	6.58621218233 	302.965760387
android read 	45 	6.60771838755 	297.34732744
android sense 	13 	7.79730245442 	101.364931907
android skin 	13 	7.79730245442 	101.364931907
android smart 	15 	7.72830958293 	115.924643744
android smartphone 	379 	4.55582679764 	1726.6583563
android smartphones 	73 	6.14590034289 	448.650725031
android software 	37 	6.79877362431 	251.554624099
android ui 	13 	7.79730245442 	101.364931907
android update 	10 	8.03846451124 	80.3846451124
android upgrade 	13 	7.79730245442 	101.364931907
android user 	13 	7.79730245442 	101.364931907
android users 	16 	7.60314643998 	121.65034304
android version 	19 	7.44062751048 	141.371922699
ap read 	10 	8.03846451124 	80.3846451124
app catalog 	20 	7.44062751048 	148.81255021
app ecosystem 	22 	7.44062751048 	163.693805231
app read 	11 	7.95145313425 	87.4659844767
app selection 	40 	6.72278771733 	268.911508693
app store 	109 	5.83118959805 	635.599666187
app support 	11 	7.95145313425 	87.4659844767
appeal read 	15 	7.6637710618 	114.956565927
appealing design 	11 	8.03846451124 	88.4231096236
appear green 	33 	6.90999925942 	228.029975561
apple iphone 	173 	5.38650377679 	931.865153384
apples iphone 	16 	7.6637710618 	122.620336989
apps available 	26 	7.14052291803 	185.653595869
apps good 	10 	8.03846451124 	80.3846451124
apps great 	10 	8.03846451124 	80.3846451124
apps htc 	16 	7.60314643998 	121.65034304
apps iphone 	11 	7.95145313425 	87.4659844767
apps like 	17 	7.54598802614 	128.281796444
apps nokia 	11 	7.95145313425 	87.4659844767
apps read 	41 	6.69869016575 	274.646296796
apps windows 	16 	7.60314643998 	121.65034304
area read 	10 	8.03846451124 	80.3846451124
array features 	12 	7.87141042657 	94.4569251189
ascend p1 	32 	7.21748395917 	230.959486693
aspect ratio 	15 	7.72830958293 	115.924643744
ass voice 	18 	7.49192080487 	134.854574488
assistant quality 	17 	7.54598802614 	128.281796444
assistant siri 	21 	7.39183734631 	155.228584273
asus fonepad 	16 	7.6637710618 	122.620336989
atrix 4g 	46 	6.77279813791 	311.548714344
atrix hd 	29 	7.54598802614 	218.833652758
attractive compact 	15 	7.6637710618 	114.956565927
attractive design 	103 	5.81138697075 	598.572857987
attractive phone 	13 	7.87141042657 	102.328335545
attractive price 	19 	7.44062751048 	141.371922699
attractive slim 	11 	7.95145313425 	87.4659844767
attractive smartphone 	11 	7.95145313425 	87.4659844767
audio jack 	37 	6.79877362431 	251.554624099
audio playback 	19 	7.44062751048 	141.371922699
audio player 	15 	7.6637710618 	114.956565927
audio quality 	100 	5.86164880553 	586.164880553
audio speaker 	14 	7.72830958293 	108.196334161
audio technology 	11 	7.95145313425 	87.4659844767
audio video 	22 	7.30086556811 	160.619042498
auto focus 	20 	7.39183734631 	147.836746926
autofocus camera 	21 	7.44062751048 	156.25317772
available market 	11 	7.95145313425 	87.4659844767
available mobile 	10 	8.03846451124 	80.3846451124
available read 	19 	7.44062751048 	141.371922699
available right 	11 	7.95145313425 	87.4659844767
available today 	20 	7.54598802614 	150.919760523
available verizon 	10 	8.03846451124 	80.3846451124
average battery 	78 	6.06691193157 	473.219130662
average camera 	66 	6.26197251414 	413.290185933
average consumer 	11 	7.95145313425 	87.4659844767
average display 	11 	7.95145313425 	87.4659844767
average performance 	10 	8.03846451124 	80.3846451124
average quality 	20 	7.39183734631 	147.836746926
average smartphone 	14 	7.72830958293 	108.196334161
awful lot 	10 	8.03846451124 	80.3846451124
bad phone 	17 	7.54598802614 	128.281796444
bad points 	11 	7.95145313425 	87.4659844767
bad thing 	12 	7.87141042657 	94.4569251189
band gsm 	16 	7.60314643998 	121.65034304
band world 	10 	8.03846451124 	80.3846451124
bang buck 	16 	7.60314643998 	121.65034304
bargain price 	19 	7.49192080487 	142.346495293
based phone 	11 	7.95145313425 	87.4659844767
based smartphone 	16 	7.60314643998 	121.65034304
basic android 	11 	8.03846451124 	88.4231096236
basic features 	19 	7.44062751048 	141.371922699
battery cover 	52 	6.48511606545 	337.226035404
battery drains 	13 	7.79730245442 	101.364931907
battery isn 	20 	7.39183734631 	147.836746926
battery lasts 	10 	8.03846451124 	80.3846451124
battery life 	1983 	2.95706014625 	5863.85027002
battery microsd 	23 	7.25830595369 	166.941036935
battery performance 	31 	6.97062388124 	216.089340318
battery read 	18 	7.49192080487 	134.854574488
beam excellent 	17 	7.54598802614 	128.281796444
beats audio 	77 	6.23166716464 	479.838371678
beautiful design 	38 	6.77279813791 	257.36632924
beautiful display 	42 	6.69869016575 	281.344986962
beautiful hardware 	12 	7.87141042657 	94.4569251189
beautiful inch 	18 	7.49192080487 	134.854574488
beautiful screen 	43 	6.65217015012 	286.043316455
beautifully designed 	24 	7.30086556811 	175.220773635
bells whistles 	29 	7.03516240237 	204.019709669
benchmark integrated 	10 	8.03846451124 	80.3846451124
benefits ios 	36 	7.44062751048 	267.862590377
best android 	128 	5.59217269758 	715.79810529
best blackberry 	14 	7.72830958293 	108.196334161
best budget 	12 	7.87141042657 	94.4569251189
best camera 	33 	7.03516240237 	232.160359278
best class 	37 	6.85284084558 	253.555111286
best handset 	12 	7.87141042657 	94.4569251189
best htc 	11 	7.95145313425 	87.4659844767
best iphone 	31 	7.00237257955 	217.073549966
best looking 	26 	7.14052291803 	185.653595869
best market 	12 	7.87141042657 	94.4569251189
best mobile 	16 	7.60314643998 	121.65034304
best offers 	17 	7.54598802614 	128.281796444
best phone 	50 	6.52433677861 	326.21683893
best phones 	17 	7.54598802614 	128.281796444
best qwerty 	12 	7.95145313425 	95.417437611
best read 	12 	7.87141042657 	94.4569251189
best selling 	11 	7.95145313425 	87.4659844767
best smartphone 	68 	6.20225327944 	421.753223002
best smartphones 	39 	6.74748032992 	263.151732867
best ve 	14 	7.72830958293 	108.196334161
best windows 	52 	6.50453415131 	338.235775868
better android 	10 	8.03846451124 	80.3846451124
better average 	10 	8.03846451124 	80.3846451124
better battery 	31 	6.97062388124 	216.089340318
better camera 	56 	6.4290265988 	360.025489533
better choice 	10 	8.03846451124 	80.3846451124
better designed 	12 	7.87141042657 	94.4569251189
better device 	10 	8.03846451124 	80.3846451124
better htc 	22 	7.30086556811 	160.619042498
better keyboard 	10 	8.03846451124 	80.3846451124
better looking 	13 	7.79730245442 	101.364931907
better option 	12 	7.87141042657 	94.4569251189
better options 	16 	7.60314643998 	121.65034304
better performance 	21 	7.39183734631 	155.228584273
better phone 	25 	7.17826324601 	179.45658115
better phones 	11 	8.03846451124 	88.4231096236
better price 	10 	8.03846451124 	80.3846451124
better read 	29 	7.03516240237 	204.019709669
better screen 	22 	7.30086556811 	160.619042498
better smartphone 	13 	7.79730245442 	101.364931907
better value 	12 	7.87141042657 	94.4569251189
better windows 	12 	7.87141042657 	94.4569251189
big beautiful 	26 	7.14052291803 	185.653595869
big bright 	27 	7.14052291803 	192.794118787
big bulky 	11 	8.03846451124 	88.4231096236
big counts 	12 	7.87141042657 	94.4569251189
big heavy 	19 	7.44062751048 	141.371922699
big improvement 	12 	7.95145313425 	95.417437611
big phone 	17 	7.54598802614 	128.281796444
big screen 	56 	6.4290265988 	360.025489533
big step 	11 	7.95145313425 	87.4659844767
bigger brother 	14 	7.72830958293 	108.196334161
bigger screen 	20 	7.39183734631 	147.836746926
bing maps 	10 	8.03846451124 	80.3846451124
bit bulky 	19 	7.44062751048 	141.371922699
bit cheap 	14 	7.72830958293 	108.196334161
bit cramped 	18 	7.49192080487 	134.854574488
bit expensive 	10 	8.03846451124 	80.3846451124
bit heavy 	15 	7.6637710618 	114.956565927
bit pricey 	10 	8.03846451124 	80.3846451124
bit slow 	10 	8.03846451124 	80.3846451124
bit sluggish 	19 	7.44062751048 	141.371922699
bit small 	17 	7.54598802614 	128.281796444
blackberry 10 	27 	7.17826324601 	193.813107642
blackberry 8120 	10 	8.03846451124 	80.3846451124
blackberry 8800 	37 	7.10415527386 	262.853745133
blackberry 8820 	22 	7.60314643998 	167.26922168
blackberry 8830 	19 	7.79730245442 	148.148746634
blackberry bold 	37 	7.17826324601 	265.595740103
blackberry curve 	77 	6.69869016575 	515.799142763
blackberry os 	49 	6.65217015012 	325.956337356
blackberry pearl 	69 	6.56515877313 	452.995955346
blackberry q10 	19 	7.54598802614 	143.373772497
blackberry read 	12 	7.87141042657 	94.4569251189
blackberry storm 	12 	8.03846451124 	96.4615741348
blackberry torch 	22 	7.87141042657 	173.171029385
blackberry users 	10 	8.03846451124 	80.3846451124
blackberry z10 	40 	6.82544187139 	273.017674856
blazing fast 	24 	7.21748395917 	173.21961502
blazingly fast 	12 	7.87141042657 	94.4569251189
bleeding edge 	12 	7.87141042657 	94.4569251189
bluetooth 3g 	11 	7.95145313425 	87.4659844767
bluetooth edge 	11 	7.95145313425 	87.4659844767
bluetooth ev 	13 	7.79730245442 	101.364931907
bluetooth fm 	15 	7.6637710618 	114.956565927
bluetooth gprs 	10 	8.03846451124 	80.3846451124
bluetooth gps 	117 	5.66567515957 	662.88399367
bluetooth megapixel 	25 	7.17826324601 	179.45658115
bluetooth speakerphone 	15 	7.6637710618 	114.956565927
bluetooth stereo 	15 	7.6637710618 	114.956565927
bluetooth support 	23 	7.30086556811 	167.919908066
bluetooth voice 	11 	7.95145313425 	87.4659844767
bluetooth wi 	35 	6.85284084558 	239.849429595
board memory 	11 	7.95145313425 	87.4659844767
boost mobile 	43 	6.82544187139 	293.49400047
brand new 	38 	6.77279813791 	257.36632924
branded phone 	10 	8.03846451124 	80.3846451124
bright clear 	11 	7.95145313425 	87.4659844767
bright colorful 	28 	7.10415527386 	198.916347668
bright crisp 	17 	7.54598802614 	128.281796444
bright display 	47 	6.62969729427 	311.59577283
bright inch 	20 	7.39183734631 	147.836746926
bright screen 	73 	6.17367990699 	450.678633211
bright sharp 	17 	7.54598802614 	128.281796444
bright vivid 	12 	7.87141042657 	94.4569251189
brilliant display 	31 	6.97062388124 	216.089340318
brings new 	10 	8.03846451124 	80.3846451124
browser flash 	24 	7.21748395917 	173.21961502
browser good 	14 	7.72830958293 	108.196334161
browser interface 	10 	8.03846451124 	80.3846451124
browser read 	13 	7.79730245442 	101.364931907
browsing experience 	21 	7.34531733068 	154.251663944
browsing web 	13 	7.79730245442 	101.364931907
bu read 	14 	7.72830958293 	108.196334161
budget android 	28 	7.10415527386 	198.916347668
budget friendly 	16 	7.6637710618 	122.620336989
budget phone 	17 	7.60314643998 	129.25348948
budget price 	15 	7.6637710618 	114.956565927
budget read 	13 	7.79730245442 	101.364931907
budget smartphone 	30 	7.00237257955 	210.071177387
build design 	11 	7.95145313425 	87.4659844767
build quality 	472 	4.34279001399 	2049.7968866
build read 	14 	7.72830958293 	108.196334161
built android 	10 	8.03846451124 	80.3846451124
built camera 	14 	7.72830958293 	108.196334161
built gps 	40 	6.79877362431 	271.950944972
built memory 	33 	6.97062388124 	230.030588081
built storage 	11 	7.95145313425 	87.4659844767
built wi 	13 	7.79730245442 	101.364931907
bulky design 	16 	7.6637710618 	122.620336989
bulky heavy 	22 	7.30086556811 	160.619042498
business card 	10 	8.03846451124 	80.3846451124
business centric 	15 	7.6637710618 	114.956565927
business device 	16 	7.60314643998 	121.65034304
business features 	18 	7.49192080487 	134.854574488
business oriented 	11 	7.95145313425 	87.4659844767
business phone 	37 	6.79877362431 	251.554624099
business phones 	11 	8.03846451124 	88.4231096236
business smartphone 	15 	7.6637710618 	114.956565927
business user 	18 	7.49192080487 	134.854574488
business users 	82 	6.06691193157 	497.486778389
button camera 	12 	7.87141042657 	94.4569251189
buy nokia 	16 	7.60314643998 	121.65034304
buy phone 	10 	8.03846451124 	80.3846451124
buy read 	33 	6.90999925942 	228.029975561
c6 01 	17 	7.95145313425 	135.174703282
ca read 	13 	7.79730245442 	101.364931907
calling mobile 	11 	7.95145313425 	87.4659844767
calling quality 	22 	7.30086556811 	160.619042498
camera 1080p 	12 	7.87141042657 	94.4569251189
camera 3g 	17 	7.60314643998 	129.25348948
camera 4g 	13 	7.87141042657 	102.328335545
camera 720p 	23 	7.30086556811 	167.919908066
camera android 	23 	7.25830595369 	166.941036935
camera app 	21 	7.34531733068 	154.251663944
camera audio 	10 	8.03846451124 	80.3846451124
camera autofocus 	16 	7.60314643998 	121.65034304
camera average 	27 	7.10415527386 	191.812192394
camera battery 	19 	7.44062751048 	141.371922699
camera beam 	17 	7.54598802614 	128.281796444
camera benefits 	17 	7.54598802614 	128.281796444
camera best 	16 	7.60314643998 	121.65034304
camera better 	64 	6.26197251414 	400.766240905
camera bit 	13 	7.79730245442 	101.364931907
camera bluetooth 	25 	7.17826324601 	179.45658115
camera button 	41 	6.69869016575 	274.646296796
camera camcorder 	26 	7.14052291803 	185.653595869
camera carl 	19 	7.44062751048 	141.371922699
camera decent 	10 	8.03846451124 	80.3846451124
camera disappointing 	21 	7.34531733068 	154.251663944
camera does 	11 	7.95145313425 	87.4659844767
camera doesn 	31 	7.00237257955 	217.073549966
camera dual 	26 	7.14052291803 	185.653595869
camera editing 	16 	7.60314643998 	121.65034304
camera excellent 	29 	7.06906395405 	205.002854667
camera expandable 	10 	8.03846451124 	80.3846451124
camera fast 	29 	7.03516240237 	204.019709669
camera features 	36 	6.85284084558 	246.702270441
camera flash 	100 	5.85139230537 	585.139230537
camera good 	89 	5.95902296956 	530.353044291
camera gps 	26 	7.14052291803 	185.653595869
camera great 	42 	6.69869016575 	281.344986962
camera hd 	46 	6.58621218233 	302.965760387
camera hdmi 	25 	7.21748395917 	180.437098979
camera high 	19 	7.44062751048 	141.371922699
camera htc 	21 	7.34531733068 	154.251663944
camera images 	10 	8.03846451124 	80.3846451124
camera impressive 	11 	7.95145313425 	87.4659844767
camera interface 	18 	7.49192080487 	134.854574488
camera isn 	37 	6.79877362431 	251.554624099
camera just 	12 	7.87141042657 	94.4569251189
camera lack 	17 	7.54598802614 	128.281796444
camera lacks 	31 	6.97062388124 	216.089340318
camera large 	13 	7.79730245442 	101.364931907
camera led 	28 	7.06906395405 	197.933790713
camera lens 	24 	7.30086556811 	175.220773635
camera lg 	12 	7.87141042657 	94.4569251189
camera low 	20 	7.39183734631 	147.836746926
camera make 	38 	6.77279813791 	257.36632924
camera media 	15 	7.6637710618 	114.956565927
camera mediocre 	16 	7.60314643998 	121.65034304
camera microsd 	13 	7.79730245442 	101.364931907
camera mobile 	18 	7.49192080487 	134.854574488
camera motorola 	11 	7.95145313425 	87.4659844767
camera music 	34 	6.90999925942 	234.93997482
camera nice 	13 	7.79730245442 	101.364931907
camera nokia 	28 	7.06906395405 	197.933790713
camera performance 	108 	5.78239943388 	624.499138859
camera phone 	101 	5.85139230537 	590.990622842
camera phones 	21 	7.34531733068 	154.251663944
camera photo 	13 	7.79730245442 	101.364931907
camera poor 	35 	6.85284084558 	239.849429595
camera produces 	19 	7.44062751048 	141.371922699
camera quality 	150 	5.44592719726 	816.889079589
camera read 	84 	5.99370852755 	503.471516314
camera reception 	46 	6.58621218233 	302.965760387
camera runs 	11 	7.95145313425 	87.4659844767
camera screen 	27 	7.10415527386 	191.812192394
camera shoot 	14 	7.72830958293 	108.196334161
camera shutter 	43 	6.65217015012 	286.043316455
camera siri 	11 	7.95145313425 	87.4659844767
camera slow 	17 	7.54598802614 	128.281796444
camera smartphone 	17 	7.54598802614 	128.281796444
camera software 	22 	7.39183734631 	162.620421619
camera solid 	19 	7.44062751048 	141.371922699
camera speakerphone 	12 	7.87141042657 	94.4569251189
camera strong 	11 	7.95145313425 	87.4659844767
camera symbian 	10 	8.03846451124 	80.3846451124
camera takes 	64 	6.26197251414 	400.766240905
camera took 	11 	7.95145313425 	87.4659844767
camera touch 	13 	7.79730245442 	101.364931907
camera video 	101 	5.81138697075 	586.950084046
camera weak 	10 	8.03846451124 	80.3846451124
camera wi 	15 	7.6637710618 	114.956565927
camera windows 	16 	7.60314643998 	121.65034304
candace bailey 	13 	7.79730245442 	101.364931907
candy bar 	26 	7.14052291803 	185.653595869
capabilities read 	15 	7.6637710618 	114.956565927
capabilities windows 	11 	7.95145313425 	87.4659844767
capability zippy 	17 	7.54598802614 	128.281796444
capable android 	12 	7.87141042657 	94.4569251189
capable camera 	13 	7.79730245442 	101.364931907
capable smartphone 	18 	7.49192080487 	134.854574488
capacitive buttons 	14 	7.79730245442 	109.162234362
capacitive screen 	13 	7.87141042657 	102.328335545
capacitive touch 	41 	6.69869016575 	274.646296796
capacitive touchscreen 	39 	6.79877362431 	265.152171348
card included 	25 	7.17826324601 	179.45658115
card reader 	11 	8.03846451124 	88.4231096236
card slot 	274 	4.84911112564 	1328.65644842
carl zeiss 	58 	6.3933085162 	370.81189394
cast mobile 	14 	7.95145313425 	111.320343879
catching design 	26 	7.14052291803 	185.653595869
cell phone 	177 	5.34260958323 	945.641896232
cell phones 	69 	6.18786454199 	426.962653397
