word 	tf_score 	idf_score
almost all 	971 	6.21498152315 	6034.74705898
almost every 	392 	7.11301881472 	2788.30337537
almost everything 	319 	7.30939212497 	2331.69608786
almost the 	203 	7.76317581035 	1575.9246895
along with 	1464 	5.85253380013 	8568.10948339
alot of 	362 	7.21065728428 	2610.25793691
also be 	205 	7.7533235139 	1589.43132035
also good 	1408 	5.88454248734 	8285.43582217
also great 	333 	7.27235085329 	2421.69283414
also has 	849 	6.39058882896 	5425.60991578
also have 	426 	7.03118879647 	2995.2864273
also it 	564 	6.76334506624 	3814.52661736
also like 	262 	7.52236742285 	1970.86026479
also not 	580 	6.73108420402 	3904.02883833
also the 	1652 	5.71070360469 	9434.08235495
also there 	226 	7.65090850847 	1729.10532292
also very 	1091 	6.12928680205 	6687.05190103
although it 	429 	7.0626303223 	3029.86840827
although the 	395 	7.11560613828 	2810.66442462
always been 	228 	7.66427173629 	1747.45395587
always on 	211 	7.76317581035 	1638.03009598
am facing 	227 	7.64649349027 	1735.75402229
am getting 	230 	7.63772150419 	1756.67594596
am glad 	204 	7.7533235139 	1581.67799684
am going 	275 	7.45104264203 	2049.03672656
am happy 	710 	6.53330368398 	4638.64561563
am having 	204 	7.76317581035 	1583.68786531
am in 	417 	7.0626303223 	2945.1168444
am just 	205 	7.81394813572 	1601.85936782
am loving 	208 	7.74843352861 	1611.67417395
am not 	2321 	5.39172986778 	12514.2050231
am quite 	212 	7.73390542805 	1639.58795075
am really 	492 	6.88729461681 	3388.54895147
am satisfied 	243 	7.57838206441 	1841.54684165
am so 	287 	7.4259966101 	2131.2610271
am still 	342 	7.26030251477 	2483.02346005
am sure 	560 	6.76699470532 	3789.51703498
am totally 	219 	7.71015134204 	1688.52314391
am using 	2387 	5.34876599128 	12767.5044212
am very 	1383 	5.86432465154 	8110.36099308
am writing 	272 	7.46932468687 	2031.65631483
amazing and 	658 	6.60064400396 	4343.22375461
amazing br 	293 	7.40848302761 	2170.68552709
amazing camera 	299 	7.36766103309 	2202.93064889
amazing display 	217 	7.69616510006 	1670.06782671
amazing features 	296 	7.39468970548 	2188.82815282
amazing it 	250 	7.57427528245 	1893.56882061
amazing phone 	851 	6.35001780696 	5403.86515372
amazing screen 	500 	6.86285348165 	3431.42674083
amazing the 	476 	6.92940610216 	3298.39730463
ambient light 	203 	7.83500154492 	1590.50531362
amoled display 	623 	6.65307857181 	4144.86795024
amoled plus 	198 	7.85650775014 	1555.58853453
amoled screen 	979 	6.20139009595 	6071.16090393
among the 	237 	7.66876612587 	1817.49757183
amount of 	940 	6.25580351767 	5880.45530661
amp layouts 	336 	7.25136057739 	2436.457154
amp size 	342 	7.23371306058 	2473.92986672
amp touch 	336 	7.25136057739 	2436.457154
an affordable 	201 	7.78823977901 	1565.43619558
an amazing 	997 	6.19517889586 	6176.59335917
an android 	2066 	5.48616242911 	11334.4115785
an app 	709 	6.57316135827 	4660.37140301
an apple 	381 	7.17979929592 	2735.50353175
an average 	357 	7.19932571827 	2570.15928142
an awesome 	1182 	6.02566693087 	7122.33831229
an entry 	210 	7.7582375287 	1629.22988103
an excellent 	926 	6.27797737517 	5813.4070494
an extra 	283 	7.48045652724 	2116.96919721
an hour 	459 	7.03596207522 	3229.50659253
an htc 	311 	7.35113173114 	2286.20196838
an in 	325 	7.28454612638 	2367.47749107
an iphone 	2371 	5.43517390437 	12886.7973273
an ipod 	241 	7.59917283408 	1831.40065301
an issue 	815 	6.43156767392 	5241.72765424
an old 	228 	7.64209787879 	1742.39831636
an option 	287 	7.45104264203 	2138.44923826
an update 	348 	7.25136057739 	2523.47348093
an upgrade 	354 	7.21924102797 	2555.6113239
and 3g 	452 	6.96665027533 	3148.92592445
and about 	241 	7.60338336661 	1832.41539135
and after 	755 	6.49080437046 	4900.5572997
and again 	320 	7.39468970548 	2366.30070575
and all 	1807 	5.60121937185 	10121.4034049
and also 	2238 	5.46356543447 	12227.4594423
and am 	2361 	5.34920876304 	12629.4818895
and amazing 	268 	7.48045652724 	2004.7623493
and an 	577 	6.72580714692 	3880.79072377
and android 	873 	6.34881371289 	5542.51437135
and apple 	207 	7.76317581035 	1606.97739274
and apps 	974 	6.2213173416 	6059.56309072
and are 	444 	7.00998658882 	3112.43404544
and as 	687 	6.55821339683 	4505.49260363
and at 	570 	6.75789546147 	3852.00041304
and awesome 	233 	7.62470613608 	1776.55652971
and back 	350 	7.25433234778 	2539.01632172
and battery 	904 	6.26904874442 	5667.22006496
and beautiful 	272 	7.46197171256 	2029.65630582
and believe 	423 	7.03835728595 	2977.22513196
and best 	413 	7.05528634805 	2913.83326174
and better 	643 	6.60997533139 	4250.21413809
and big 	257 	7.51848392283 	1932.25036817
and bluetooth 	343 	7.24839761226 	2486.20038101
and bought 	371 	7.16881017435 	2659.62857468
and bright 	369 	7.16336056958 	2643.28005017
and browsing 	226 	7.65090850847 	1729.10532292
and build 	276 	7.46197171256 	2059.50419267
and buy 	706 	6.55082238019 	4624.88060041
and call 	404 	7.08248209086 	2861.32276471
and camera 	884 	6.29950795191 	5568.76502949
and can 	1780 	5.66594784455 	10085.3871633
and clear 	1030 	6.16268872843 	6347.56939028
and cons 	706 	6.53330368398 	4612.51240089
and could 	220 	7.70080547962 	1694.17720552
and crisp 	260 	7.51076187673 	1952.79808795
and data 	306 	7.35113173114 	2249.44630973
and decent 	253 	7.53410924073 	1906.1296379
and design 	382 	7.1391983203 	2727.17375835
and did 	310 	7.36101649037 	2281.91511202
and display 	421 	7.03118879647 	2960.13048331
and do 	458 	6.94457432363 	3180.61504022
and does 	480 	6.90392701686 	3313.88496809
and doesn 	203 	7.7533235139 	1573.92467332
and don 	763 	6.45940247291 	4928.52408683
and dont 	266 	7.51461544605 	1998.88770865
and dual 	339 	7.24544340037 	2456.20531272
and easy 	1894 	5.55337932651 	10518.1004444
and email 	296 	7.37771136894 	2183.80256521
and enjoy 	306 	7.364333243 	2253.48597236
and even 	1107 	6.09416216612 	6746.23751789
and every 	398 	7.11820017346 	2833.04366904
and everything 	554 	6.75789546147 	3743.87408565
and excellent 	241 	7.5908045844 	1829.38390484
and fast 	882 	6.30410038248 	5560.21653735
and features 	667 	6.57466851756 	4385.30390121
and feel 	1127 	6.05573108726 	6824.80893534
and feels 	477 	6.91871081304 	3300.22505782
and few 	251 	7.54998258988 	1895.04563006
and finally 	440 	6.99151031265 	3076.26453757
and find 	312 	7.32844031994 	2286.47337982
and flash 	252 	7.54599056861 	1901.58962329
and flipkart 	378 	7.16881017435 	2709.8102459
and for 	854 	6.35243035336 	5424.97552177
and found 	597 	6.68456418838 	3990.68482047
and front 	239 	7.5908045844 	1814.20229567
and full 	216 	7.69154615421 	1661.37396931
and fun 	245 	7.56611197181 	1853.69743309
and galaxy 	289 	7.40848302761 	2141.05159498
and games 	800 	6.4276537746 	5142.12301968
and gaming 	225 	7.65090850847 	1721.45441441
and gb 	367 	7.18256554941 	2636.00155663
and get 	863 	6.33447654974 	5466.65326243
and gives 	289 	7.43308883841 	2148.1626743
and go 	464 	6.94021701826 	3220.26069647
and good 	1547 	5.75755667611 	8906.94017795
and google 	432 	7.02171005251 	3033.37874269
and got 	1190 	6.00753954627 	7148.97206007
and gps 	391 	7.12602289914 	2786.27495356
and great 	955 	6.21708900549 	5937.32000024
and had 	697 	6.55377223483 	4567.97924768
and half 	542 	6.7985665012 	3684.82304365
and has 	1800 	5.59553753838 	10071.9675691
and have 	2810 	5.19480504677 	14597.4021814
and having 	258 	7.53410924073 	1943.80018411
and hd 	248 	7.55801476158 	1874.38766087
and he 	293 	7.41196129199 	2171.70465855
and hence 	261 	7.5701852972 	1975.81836257
and here 	236 	7.62470613608 	1799.43064811
and high 	251 	7.5908045844 	1905.29195069
and how 	319 	7.33165059557 	2338.79653999
and htc 	811 	6.4407601221 	5223.45645903
and if 	1370 	5.88757279268 	8065.97472598
and in 	1022 	6.16569023144 	6301.33541653
and internet 	378 	7.1391983203 	2698.61696507
and intuitive 	243 	7.57427528245 	1840.54889364
and ios 	309 	7.38108405342 	2280.75497251
and iphone 	329 	7.30312251195 	2402.72730643
and is 	2516 	5.30291020682 	13342.1220804
and it 	9727 	4.03307840051 	39229.7536018
and its 	2651 	5.23705120484 	13883.422744
and just 	754 	6.45805928937 	4869.37670418
and keep 	231 	7.63772150419 	1764.31366747
and keyboard 	226 	7.64649349027 	1728.1075288
and large 	214 	7.70080547962 	1647.97237264
and less 	259 	7.51076187673 	1945.28732607
and light 	660 	6.57920367273 	4342.274424
and like 	407 	7.07002862979 	2877.50165232
and look 	228 	7.65534310554 	1745.41822806
and looks 	624 	6.64011242581 	4143.43015371
and lot 	282 	7.4259966101 	2094.13104405
and lots 	372 	7.17428964011 	2668.83574612
and love 	1008 	6.19724501229 	6246.82297239
and low 	313 	7.32205052184 	2291.80181334
and make 	381 	7.13390730266 	2718.01868232
and makes 	298 	7.39812024058 	2204.63983169
and many 	802 	6.41987163416 	5148.73705059
and memory 	200 	7.76813859969 	1553.62771994
and mobile 	253 	7.53805401902 	1907.12766681
and more 	1418 	5.8416047296 	8283.39550657
and most 	569 	6.73638925625 	3833.00548681
and much 	418 	7.04557753392 	2945.05140918
and music 	605 	6.6778527538 	4040.10091605
and must 	521 	6.81953962458 	3552.98014441
and my 	1213 	5.99902160721 	7276.81320954
and need 	214 	7.74356733896 	1657.12341054
and never 	357 	7.19651277689 	2569.15506135
and new 	212 	7.73390542805 	1639.58795075
and nice 	475 	6.91658541373 	3285.37807152
and no 	1239 	5.97886979177 	7407.81967201
and nokia 	803 	6.42895670638 	5162.45223522
and not 	2204 	5.42270371879 	11951.6389962
and note 	245 	7.64649349027 	1873.39090511
and nothing 	211 	7.72433597703 	1629.83489115
and now 	1273 	5.96156404467 	7589.07102887
and of 	453 	6.97336922558 	3158.93625919
and on 	770 	6.51751010372 	5018.48277987
and one 	700 	6.55821339683 	4590.74937778
and only 	446 	7.00070577974 	3122.31477777
and orientation 	352 	7.20497545081 	2536.15135869
and other 	1692 	5.68745404977 	9623.17225221
and overall 	270 	7.47302154875 	2017.71581816
and performance 	460 	6.94457432363 	3194.50418887
and phone 	901 	6.27461978947 	5653.43243031
and picture 	231 	7.62902579722 	1762.30495916
and play 	376 	7.1498650881 	2688.34927313
and playing 	215 	7.71015134204 	1657.68253854
and power 	211 	7.72910925578 	1630.84205297
and powerful 	201 	7.76317581035 	1560.39833788
and pretty 	235 	7.60761170272 	1787.78875014
and price 	199 	7.7731261412 	1546.8521021
and processor 	275 	7.45831540136 	2051.03673537
and quality 	364 	7.17154615416 	2610.44280012
and quick 	219 	7.67781596139 	1681.44169555
and ram 	414 	7.0626303223 	2923.92895343
and really 	582 	6.73638925625 	3920.57854714
and received 	272 	7.46197171256 	2029.65630582
and resolution 	323 	7.2968919622 	2356.89610379
and responsive 	603 	6.67451385253 	4024.73185308
and samsung 	829 	6.38808256198 	5295.72044388
and screen 	805 	6.41086835791 	5160.74902812
and see 	387 	7.15794050211 	2770.12297432
and sharp 	245 	7.59917283408 	1861.79734435
and she 	288 	7.46932468687 	2151.16550982
and shoot 	206 	7.77813868302 	1602.2965687
and since 	255 	7.53017996259 	1920.19589046
and size 	254 	7.54599056861 	1916.68160443
and sleek 	327 	7.27842989936 	2380.04657709
and slim 	229 	7.63336419882 	1748.04040153
and smart 	203 	7.7731261412 	1577.94460666
and smooth 	536 	6.79480001841 	3642.01280987
and so 	1296 	5.94938362612 	7710.40117945
and software 	240 	7.59497995582 	1822.7951894
and some 	863 	6.33804161591 	5469.72991453
and sometimes 	226 	7.64649349027 	1728.1075288
and sony 	316 	7.37099993436 	2329.23597926
and sound 	595 	6.68624910875 	3978.31821971
and speed 	309 	7.33810223085 	2267.47358933
and still 	1088 	6.11299511445 	6650.93868452
and stylish 	290 	7.41895432748 	2151.49675497
and super 	285 	7.41545169693 	2113.40373362
and takes 	247 	7.56611197181 	1868.82965704
and text 	340 	7.26630853883 	2470.5449032
and texting 	255 	7.54998258988 	1925.24556042
and that 	1409 	5.87850928653 	8282.81958472
and the 	16512 	3.55553203048 	58708.9448873
and their 	237 	7.62902579722 	1808.07911394
and then 	2070 	5.53454637818 	11456.5110028
and there 	1342 	5.89442474184 	7910.31800354
and they 	1709 	5.71772117735 	9771.58549209
and think 	336 	7.27538575698 	2444.52961435
and this 	2220 	5.41510634132 	12021.5360777
and to 	625 	6.65307857181 	4158.17410738
and touch 	732 	6.4783989736 	4742.18804868
and trust 	297 	7.40848302761 	2200.3194592
and use 	952 	6.23841177496 	5938.96800976
and used 	307 	7.34134372477 	2253.79252351
and user 	326 	7.30000238462 	2379.80077739
and using 	367 	7.17154615416 	2631.95743858
and ve 	266 	7.51848392283 	1999.91672347
and very 	1978 	5.50358090228 	10886.0830247
and video 	1715 	5.6407364252 	9673.86296922
and videos 	854 	6.32974281309 	5405.60036238
and vivid 	198 	7.78317647705 	1541.06894246
and voice 	279 	7.47673212814 	2086.00826375
and want 	411 	7.07997896064 	2909.87135282
and was 	1576 	5.76022512333 	9078.11479436
and we 	348 	7.25136057739 	2523.47348093
and web 	230 	7.65979745589 	1761.75341486
and weight 	265 	7.50309900399 	1988.32123606
and well 	327 	7.31887086892 	2393.27077414
and what 	525 	6.82533674227 	3583.30178969
and when 	794 	6.4250529929 	5101.49207636
and while 	231 	7.64649349027 	1766.33999625
and whistles 	225 	7.65090850847 	1721.45441441
and wi 	294 	7.39468970548 	2174.03877341
and wifi 	439 	6.99151031265 	3069.27302725
and will 	971 	6.23948994218 	6058.54473386
and windows 	389 	7.1391983203 	2777.1481466
and with 	992 	6.19931540641 	6149.72088316
and works 	507 	6.84886723968 	3472.37569052
and would 	736 	6.48389349292 	4772.14561079
and xperia 	220 	7.80875331884 	1717.92573015
and yes 	439 	7.03596207522 	3088.78735102
and you 	3107 	5.12659679674 	15928.3362475
and your 	242 	7.61612239239 	1843.10161896
android and 	1411 	5.85033840956 	8254.8274959
android apps 	625 	6.68624910875 	4178.90569297
android br 	655 	6.59755281139 	4321.39709146
android but 	411 	7.07499141913 	2907.82147326
android device 	462 	6.98922459737 	3229.02176399
android devices 	280 	7.54201442024 	2111.76403767
android experience 	418 	7.11560613828 	2974.3233658
android for 	247 	7.55801476158 	1866.82964611
android gingerbread 	378 	7.15524144514 	2704.68126626
android has 	208 	7.74843352861 	1611.67417395
android ice 	274 	7.46197171256 	2044.58024924
android ics 	725 	6.54202466948 	4742.96788538
android in 	248 	7.56205517112 	1875.38968244
android is 	1084 	6.12832108493 	6643.10005606
android it 	255 	7.53017996259 	1920.19589046
android jelly 	477 	6.93587861666 	3308.41410015
android market 	1356 	5.90982150481 	8013.71796052
android mobile 	309 	7.40156258477 	2287.08283869
android operating 	243 	7.59917283408 	1846.59899868
android or 	317 	7.364333243 	2334.49363803
android os 	1655 	5.68931914201 	9415.82318003
android phone 	4169 	4.82658411184 	20122.0291622
android phones 	1812 	5.65446388637 	10245.8885621
android smartphone 	278 	7.46564144145 	2075.44832072
android system 	206 	7.7533235139 	1597.18464386
android the 	255 	7.55801476158 	1927.2937642
android to 	226 	7.67328080623 	1734.16146221
android user 	323 	7.31570129416 	2362.97151801
android users 	199 	7.81394813572 	1554.97567901
android v4 	372 	7.21637158554 	2684.49022982
android version 	618 	6.70841540421 	4145.8007198
android with 	331 	7.26630853883 	2405.14812635
angry birds 	756 	6.49358215003 	4909.14810542
another one 	223 	7.69154615421 	1715.21479239
another phone 	314 	7.35113173114 	2308.25536358
any android 	335 	7.27235085329 	2436.23753585
any app 	257 	7.54599056861 	1939.31957613
any issues 	355 	7.27538575698 	2582.76194373
any kind 	222 	7.69154615421 	1707.52324623
any lag 	709 	6.5464138499 	4641.40741958
any more 	224 	7.65979745589 	1715.79463012
any of 	733 	6.51324570493 	4774.20910172
any one 	438 	7.00070577974 	3066.30913153
any other 	2786 	5.19518462544 	14473.7843665
any phone 	711 	6.52897154724 	4642.09877009
any problem 	586 	6.72932208903 	3943.38274417
any problems 	397 	7.11043816812 	2822.84395275
anyone who 	442 	7.02171005251 	3103.59584321
anything else 	327 	7.2968919622 	2386.08367164
apart from 	1080 	6.12832108493 	6618.58677172
app and 	424 	7.05285029325 	2990.40852434
app for 	364 	7.19370772597 	2618.50961225
app is 	474 	6.93804546475 	3288.63355029
app store 	1172 	6.04679447729 	7086.84312739
app to 	331 	7.28148333685 	2410.1709845
apple and 	224 	7.66427173629 	1716.79686893
apple iphone 	403 	7.15254965347 	2882.47751035
apple is 	229 	7.70080547962 	1763.48445483
apple products 	356 	7.25731297592 	2583.60341943
applications and 	472 	6.92725787362 	3269.66571635
applications are 	333 	7.26630853883 	2419.68074343
apps and 	2663 	5.23903258056 	13951.543762
apps are 	2126 	5.4785732199 	11647.4466655
apps as 	302 	7.35771070224 	2222.02863208
apps at 	277 	7.45467241008 	2064.94425759
apps available 	631 	6.64819654421 	4195.0120194
apps br 	1037 	6.15671261503 	6384.51098178
apps but 	445 	6.9823986323 	3107.16739137
apps can 	374 	7.15794050211 	2677.06974779
apps for 	608 	6.68120284068 	4062.17132713
apps from 	576 	6.72932208903 	3876.08952328
apps games 	358 	7.26330101777 	2600.26176436
apps in 	723 	6.54935070958 	4735.18056302
apps is 	362 	7.1853394763 	2601.09289042
apps it 	292 	7.39468970548 	2159.249394
apps like 	1015 	6.17272897342 	6265.31990802
apps on 	731 	6.51751010372 	4764.29988582
apps or 	234 	7.62040505418 	1783.17478268
apps run 	225 	7.65090850847 	1721.45441441
apps running 	207 	7.73390542805 	1600.91842361
apps that 	786 	6.43812507447 	5060.36630853
apps the 	552 	6.77987436819 	3742.49065124
apps to 	1156 	6.07659352191 	7024.54211133
apps which 	418 	7.09763389588 	2966.81096848
apps work 	211 	7.73390542805 	1631.85404532
apps you 	429 	7.04316498752 	3021.51777964
are all 	504 	6.85683540932 	3455.8450463
are also 	632 	6.64011242581 	4196.55105311
are amazing 	406 	7.0725069458 	2871.43781999
are as 	220 	7.67328080623 	1688.12177737
are available 	562 	6.76699470532 	3803.05102439
are awesome 	556 	6.76699470532 	3762.44905616
are better 	408 	7.06509034814 	2882.55686204
are buying 	227 	7.65090850847 	1736.75623142
are clear 	204 	7.74843352861 	1580.68043984
are easy 	270 	7.48419484935 	2020.73260932
are excellent 	326 	7.30312251195 	2380.8179389
are few 	366 	7.17979929592 	2627.80654231
are free 	227 	7.66876612587 	1740.80991057
are getting 	402 	7.10786416413 	2857.36139398
are going 	324 	7.2968919622 	2364.19299575
are good 	1312 	5.91059760108 	7754.70405262
are great 	1221 	5.99563464377 	7320.66990004
are having 	203 	7.89529377517 	1602.74463636
are in 	569 	6.7506752135 	3841.13419648
are just 	732 	6.50899941405 	4764.58757109
are looking 	1226 	6.00497653761 	7362.10123511
are lot 	261 	7.51076187673 	1960.30884983
are many 	524 	6.8389954912 	3583.63363739
are more 	365 	7.19091052135 	2624.68234029
are much 	201 	7.78317647705 	1564.41847189
are my 	213 	7.70546749272 	1641.26457595
are nice 	300 	7.364333243 	2209.2999729
are no 	690 	6.5478812016 	4518.0380291
are not 	3242 	5.05051578877 	16373.7721872
are of 	237 	7.59917283408 	1801.00396168
are on 	396 	7.11043816812 	2815.73351458
are only 	214 	7.71958537427 	1651.99127009
are planning 	260 	7.54599056861 	1961.95754784
are pretty 	388 	7.17704067348 	2784.69178131
are really 	788 	6.45940247291 	5090.00914866
are running 	224 	7.68237177793 	1720.85127826
are saying 	238 	7.70546749272 	1833.90126327
are so 	600 	6.71360124124 	4028.16074474
are some 	662 	6.61939455331 	4382.03919429
are still 	311 	7.35113173114 	2286.20196838
are the 	1521 	5.77978729857 	8791.05648113
are there 	330 	7.2968919622 	2407.97434753
are thinking 	255 	7.54998258988 	1925.24556042
are too 	321 	7.31570129416 	2348.34011543
are using 	552 	6.79480001841 	3750.72961016
are very 	1689 	5.66899198693 	9574.92746592
are working 	251 	7.56611197181 	1899.09410493
are you 	330 	7.30625240496 	2411.06329364
around the 	492 	6.8934993937 	3391.6017017
around with 	288 	7.42246926959 	2137.67114964
as advertised 	224 	7.69616510006 	1723.94098241
as all 	250 	7.55399061128 	1888.49765282
as always 	434 	7.01700416148 	3045.37980608
as am 	390 	7.12340851857 	2778.12932224
as an 	799 	6.41858047839 	5128.44580224
as can 	270 	7.49171368176 	2022.76269408
as compared 	1007 	6.2624042017 	6306.24103112
as expected 	518 	6.86285348165 	3554.95810349
as far 	825 	6.4250529929 	5300.66871914
as fast 	312 	7.34134372477 	2290.49924213
as for 	519 	6.87703811664 	3569.18278254
as good 	1606 	5.74169381871 	9221.16027284
as have 	411 	7.08499150246 	2911.93150751
as if 	324 	7.30312251195 	2366.21169387
as in 	467 	6.94676011685 	3244.13697457
as it 	3477 	5.01882868893 	17450.4673514
as its 	600 	6.68962749034 	4013.7764942
as long 	485 	6.92940610216 	3360.76195955
as many 	399 	7.11301881472 	2838.09450707
as mentioned 	288 	7.41895432748 	2136.65884631
as much 	511 	6.84886723968 	3499.77115947
as my 	936 	6.28585586274 	5883.56108752
