they are 	3180 	5.15682579871 	16398.7060399
use the 	3162 	5.10277780728 	16134.9834266
to go 	3155 	5.09244713689 	16066.6707169
to do 	3144 	5.11672017325 	16086.9682247
the touch 	3132 	5.09073568688 	15944.1841713
up to 	3109 	5.10867957758 	15882.8848067
but not 	3107 	5.09141991544 	15819.0416773
and you 	3107 	5.12659679674 	15928.3362475
this product 	3073 	5.18686699715 	15939.2422822
has been 	3048 	5.16452801907 	15741.4814021
phone from 	3024 	5.09863272363 	15418.2653562
is amazing 	3012 	5.10972469177 	15390.4907716
due to 	3002 	5.17526289913 	15536.1392232
using it 	2998 	5.10520373119 	15305.4007861
it does 	2998 	5.14195698443 	15415.5870393
br great 	2995 	5.22329042155 	15643.7548125
is an 	2984 	5.12588807949 	15295.6500292
quad core 	2972 	5.28821949141 	15716.5883285
so far 	2968 	5.15792249046 	15308.7139517
this device 	2961 	5.3625839067 	15878.6109477
is better 	2949 	5.16379191304 	15228.0223515
the display 	2948 	5.23231185947 	15424.8553617
the device 	2922 	5.39775537848 	15772.2412159
would be 	2914 	5.20165960522 	15157.6360896
on it 	2912 	5.16379191304 	15036.9620508
about this 	2882 	5.15136030869 	14846.2204097
it the 	2875 	5.16452801907 	14848.0180548
the most 	2855 	5.19822645288 	14840.936523
fast and 	2855 	5.12979225482 	14645.5568875
the apps 	2847 	5.19518462544 	14790.6906286
camera quality 	2842 	5.15063382846 	14638.1013405
looking for 	2823 	5.1786179815 	14619.2385618
and have 	2810 	5.19480504677 	14597.4021814
because of 	2797 	5.22485353246 	14613.9153303
any other 	2786 	5.19518462544 	14473.7843665
battery is 	2783 	5.20357201735 	14481.5409243
the product 	2780 	5.32384666905 	14800.29374
happy with 	2775 	5.18461050879 	14387.2941619
windows phone 	2768 	5.48160199556 	15173.0743237
it in 	2759 	5.20817678374 	14369.3597463
the first 	2745 	5.22602747115 	14345.4454083
good camera 	2722 	5.16895607058 	14069.8984241
value for 	2719 	5.20472122261 	14151.6370043
buy it 	2716 	5.20165960522 	14127.7074878
good battery 	2705 	5.17414703515 	13996.0677301
the samsung 	2698 	5.38942199692 	14540.6605477
love it 	2686 	5.22290002529 	14028.7094679
it can 	2683 	5.26556146752 	14127.5014174
apps and 	2663 	5.23903258056 	13951.543762
that you 	2658 	5.28738650511 	14053.8733306
good but 	2655 	5.23665540036 	13903.320088
and its 	2651 	5.23705120484 	13883.422744
jelly bean 	2615 	5.37069571323 	14044.3692901
of all 	2613 	5.23942932724 	13690.6288321
really good 	2603 	5.31696196028 	13840.0519826
my first 	2596 	5.25060262784 	13630.5644219
going to 	2578 	5.31696196028 	13707.1279336
of use 	2570 	5.24899877826 	13489.9268601
is nice 	2562 	5.28116112704 	13530.3348075
is my 	2562 	5.25020142422 	13451.0160489
nokia lumia 	2558 	5.61268081537 	14357.2375257
the other 	2557 	5.31439236571 	13588.9012791
is so 	2553 	5.30375623056 	13540.4896566
good for 	2540 	5.28821949141 	13432.0775082
the mobile 	2535 	5.43180121989 	13769.6160924
strong nice 	2534 	5.23349459172 	13261.6752954
the galaxy 	2527 	5.55175110363 	14029.2750389
when it 	2519 	5.31097647853 	13378.3497494
for money 	2517 	5.28198894166 	13294.7661662
and is 	2516 	5.30291020682 	13342.1220804
in your 	2512 	5.31097647853 	13341.1729141
very nice 	2491 	5.34788103547 	13321.5716594
your phone 	2483 	5.42939910487 	13481.1979774
you get 	2456 	5.3625839067 	13170.5060749
phone was 	2454 	5.3412687125 	13107.4734205
big screen 	2446 	5.29323203323 	12947.2455533
the time 	2436 	5.35587397323 	13046.9089988
screen resolution 	2430 	5.31225606924 	12908.7822483
will not 	2421 	5.36663158481 	12992.6150668
br good 	2420 	5.46954154787 	13236.2905458
to make 	2413 	5.34523085724 	12898.0420585
you need 	2411 	5.38253017088 	12977.280242
am using 	2387 	5.34876599128 	12767.5044212
the new 	2374 	5.41321598159 	12850.9747403
an iphone 	2371 	5.43517390437 	12886.7973273
is pretty 	2366 	5.40475330767 	12787.6463259
memory card 	2361 	5.45319240987 	12874.9872797
and am 	2361 	5.34920876304 	12629.4818895
bought it 	2346 	5.34523085724 	12539.9115911
phone that 	2343 	5.36753329813 	12576.1305175
is excellent 	2340 	5.38528120425 	12601.558018
had to 	2326 	5.43710627212 	12646.7091889
am not 	2321 	5.39172986778 	12514.2050231
about it 	2299 	5.36123831331 	12325.4868823
it works 	2298 	5.38665956422 	12378.5436786
using the 	2297 	5.40569007589 	12416.8701043
but this 	2290 	5.37841775933 	12316.5766689
camera br 	2287 	5.37114830433 	12283.816172
ease of 	2272 	5.36123831331 	12180.7334478
user friendly 	2268 	5.36843582527 	12175.6124517
not good 	2267 	5.43904238115 	12330.3090781
to say 	2264 	5.40148151227 	12228.9541438
mp camera 	2254 	5.38619989977 	12140.4945741
quality and 	2252 	5.38207240022 	12120.4270453
galaxy s3 	2241 	5.59383926455 	12535.7937919
by the 	2241 	5.44536074967 	12203.05344
and also 	2238 	5.46356543447 	12227.4594423
those who 	2230 	5.45270113008 	12159.5235201
so much 	2221 	5.43613962149 	12073.6660993
and this 	2220 	5.41510634132 	12021.5360777
can get 	2217 	5.42270371879 	12022.1341446
the android 	2216 	5.44243961809 	12060.4461937
and not 	2204 	5.42270371879 	11951.6389962
in all 	2202 	5.39961670987 	11889.9559951
temple run 	2199 	5.46158130683 	12010.0172937
good as 	2186 	5.42652416279 	11862.3818199
touch is 	2173 	5.40475330767 	11744.5289376
me to 	2166 	5.54634276162 	12013.3784217
features and 	2153 	5.41510634132 	11658.7239529
great screen 	2143 	5.40944594884 	11592.4426684
the htc 	2137 	5.72156980301 	12226.994669
other phones 	2137 	5.45614516792 	11659.7822238
of it 	2135 	5.46605114293 	11670.0191902
that this 	2131 	5.46306903337 	11641.8001101
apps are 	2126 	5.4785732199 	11647.4466655
get the 	2120 	5.46854304554 	11593.3112565
have the 	2118 	5.4705410482 	11586.6059401
music player 	2115 	5.51920622019 	11673.1211557
without any 	2108 	5.4912540898 	11575.5636213
to it 	2108 	5.46455897653 	11519.2903225
front camera 	2097 	5.52078226464 	11577.080409
got this 	2086 	5.44682452159 	11362.075952
would have 	2080 	5.56156044659 	11568.0457289
people who 	2077 	5.58203142424 	11593.8792681
and then 	2070 	5.53454637818 	11456.5110028
user interface 	2066 	5.46158130683 	11283.6269799
an android 	2066 	5.48616242911 	11334.4115785
got it 	2063 	5.48667043013 	11319.0010974
to me 	2055 	5.51449293573 	11332.2829829
it comes 	2051 	5.52923004455 	11340.4508214
is too 	2049 	5.54042717567 	11352.3352829
with all 	2047 	5.46804416801 	11193.0864119
its not 	2044 	5.52658243909 	11296.3345055
strong good 	2043 	5.44877955642 	11131.8566338
the nokia 	2041 	5.82650196141 	11891.8905032
use and 	2039 	5.46704715895 	11147.3091571
qwerty keyboard 	2038 	5.46505611797 	11137.7843684
not the 	2038 	5.50668649484 	11222.6270765
it it 	2028 	5.48565468601 	11124.9077032
great camera 	2027 	5.46158130683 	11070.625309
phone br 	2026 	5.56540132923 	11275.503093
large screen 	2026 	5.47104117325 	11084.329417
it would 	2026 	5.52764064025 	11198.9999371
strong fast 	2015 	5.46257287856 	11007.0843503
phone at 	2014 	5.50254784434 	11082.1313585
to see 	2010 	5.50565022532 	11066.3569529
to this 	2009 	5.50306423991 	11055.656058
thanks to 	2003 	5.55012552755 	11116.9014317
say that 	2003 	5.54850258967 	11113.6506871
did not 	2000 	5.59327381359 	11186.5476272
galaxy note 	1994 	5.79696394897 	11559.1461143
camera with 	1987 	5.50100025569 	10930.4875081
love this 	1983 	5.50928187652 	10924.9059611
and very 	1978 	5.50358090228 	10886.0830247
the box 	1977 	5.55609893657 	10984.4075976
of features 	1970 	5.49227554035 	10819.7828145
phone on 	1966 	5.52130816526 	10854.8918529
the internet 	1964 	5.54904327636 	10898.3209948
other thoughts 	1959 	5.50254784434 	10779.4912271
like to 	1957 	5.58035591421 	10920.7565241
high end 	1956 	5.56595123301 	10887.0006118
at least 	1944 	5.57202021715 	10832.0073021
keyboard is 	1942 	5.5129267647 	10706.103777
sony xperia 	1926 	5.76357072698 	11100.6372202
it on 	1924 	5.59270868218 	10760.3715045
is quite 	1922 	5.61846117828 	10798.6823847
it with 	1917 	5.57202021715 	10681.5627563
is one 	1900 	5.58259055201 	10606.9220488
quality of 	1899 	5.60521595153 	10644.305092
so many 	1894 	5.59894276301 	10604.3975931
and easy 	1894 	5.55337932651 	10518.1004444
you re 	1890 	5.75822312066 	10883.041698
one is 	1879 	5.66109640993 	10637.2001543
available in 	1878 	5.62895078495 	10571.1695741
processor and 	1876 	5.55827996251 	10427.3332097
back up 	1876 	5.62427514815 	10551.1401779
is much 	1867 	5.60064973355 	10456.4130525
all of 	1858 	5.59610427118 	10397.5617359
the back 	1855 	5.69430979491 	10562.9446696
may be 	1852 	5.62136393794 	10410.7660131
nice phone 	1844 	5.59497112658 	10317.1267574
but if 	1843 	5.59270868218 	10307.3621013
strong screen 	1839 	5.55392265714 	10213.6637665
if it 	1839 	5.59383926455 	10287.0704075
all in 	1838 	5.56705194859 	10232.2414815
not that 	1834 	5.62719485825 	10320.27537
buying this 	1833 	5.60865435033 	10280.6634242
but still 	1830 	5.6225274052 	10289.2251515
with its 	1829 	5.64311031356 	10321.2487635
got the 	1829 	5.5995114295 	10241.5064046
well as 	1825 	5.64787506349 	10307.3719909
features are 	1818 	5.57590156386 	10136.9890431
android phones 	1812 	5.65446388637 	10245.8885621
phone have 	1811 	5.58876167959 	10121.2474017
and all 	1807 	5.60121937185 	10121.4034049
very easy 	1806 	5.61962127122 	10149.0360158
from my 	1804 	5.62544200942 	10148.297385
some of 	1802 	5.66049163216 	10200.2059212
quality br 	1800 	5.66655593213 	10199.8006778
and has 	1800 	5.59553753838 	10071.9675691
it just 	1799 	5.6225274052 	10114.926802
can do 	1798 	5.64548985067 	10150.5907515
pretty good 	1792 	5.63600548793 	10099.7218344
but its 	1791 	5.63777696758 	10097.2585489
you to 	1786 	5.67510821395 	10135.7432701
not have 	1780 	5.68064498601 	10111.5480751
and can 	1780 	5.66594784455 	10085.3871633
it looks 	1777 	5.62719485825 	9999.52526311
htc sense 	1773 	5.65026597915 	10017.921581
have used 	1773 	5.65506502855 	10026.4302956
not so 	1769 	5.69243538012 	10069.9181874
processor is 	1765 	5.62136393794 	9921.70735046
operating system 	1762 	5.65626839813 	9966.34491751
should be 	1757 	5.68311564817 	9985.23419383
phone as 	1757 	5.63482624251 	9900.38970809
was not 	1749 	5.70563067054 	9979.14804277
good in 	1749 	5.63955159094 	9863.57573255
makes it 	1747 	5.68249741013 	9927.32297549
br camera 	1746 	5.62544200942 	9822.02174845
couple of 	1742 	5.71452526539 	9954.70301231
you don 	1735 	5.68435327209 	9862.35292708
is fast 	1734 	5.66291294085 	9819.49103944
is more 	1733 	5.65506502855 	9800.22769448
great and 	1729 	5.64311031356 	9756.93773214
it as 	1724 	5.67818041298 	9789.18303198
the one 	1720 	5.79904511518 	9974.3575981
the size 	1717 	5.68994161324 	9769.62974993
has the 	1715 	5.69869714134 	9773.2655974
and video 	1715 	5.6407364252 	9673.86296922
great for 	1713 	5.65506502855 	9687.12639391
lumia 920 	1712 	6.24381427324 	10689.4100358
and they 	1709 	5.71772117735 	9771.58549209
could have 	1708 	5.73972853802 	9803.45634294
that can 	1707 	5.6974416484 	9725.53289381
out there 	1704 	5.70943295649 	9728.87375785
can use 	1703 	5.68807536075 	9686.79233936
seems to 	1697 	5.71644158664 	9700.80137253
memory is 	1696 	5.68126207952 	9635.42048687
and other 	1692 	5.68745404977 	9623.17225221
like it 	1690 	5.70310382144 	9638.24545823
are very 	1689 	5.66899198693 	9574.92746592
it from 	1687 	5.68931914201 	9597.88139257
super fast 	1685 	5.67572189914 	9563.59140006
for those 	1681 	5.72285597682 	9620.12089703
the os 	1678 	5.77910633157 	9697.34042438
much more 	1674 	5.69556135953 	9534.36971586
strong very 	1663 	5.65446388637 	9403.37344303
the keyboard 	1661 	5.71197586949 	9487.59191922
service center 	1661 	6.02915733581 	10014.4303348
problem with 	1659 	5.70943295649 	9471.94927481
will get 	1658 	5.76089334921 	9551.56117299
built in 	1657 	5.75556000324 	9536.96292536
phone which 	1656 	5.71070360469 	9456.92516936
it doesn 	1656 	5.72285597682 	9477.04949761
android os 	1655 	5.68931914201 	9415.82318003
video recording 	1653 	5.70626338173 	9432.45336999
the way 	1653 	5.71644158664 	9449.27794272
of its 	1652 	5.724143807 	9456.28556917
also the 	1652 	5.71070360469 	9434.08235495
you ll 	1650 	5.87475693691 	9693.34894591
is best 	1648 	5.73450659404 	9450.46686698
recommend this 	1645 	5.67388197222 	9333.53584431
less than 	1639 	5.69932547941 	9341.19446075
size is 	1637 	5.70121286594 	9332.88546154
not as 	1632 	5.724143807 	9341.80269303
to other 	1617 	5.72028528132 	9249.70129989
gorilla glass 	1617 	5.75556000324 	9306.74052523
have not 	1615 	5.75025495101 	9286.66174588
all my 	1613 	5.81092090966 	9373.01542728
works great 	1612 	5.7280172786 	9233.5638531
thing is 	1612 	5.72995965538 	9236.69496448
br battery 	1606 	5.71197586949 	9173.4332464
as good 	1606 	5.74169381871 	9221.16027284
is easy 	1603 	5.72866431841 	9183.04890242
os is 	1598 	5.74959379396 	9187.85088275
in one 	1590 	5.7234996846 	9100.36449851
lumia 720 	1589 	6.26130105763 	9949.20738058
low light 	1585 	5.78662259518 	9171.79681336
resolution is 	1578 	5.72866431841 	9039.83229446
mobile is 	1577 	5.81232737965 	9166.04027771
and was 	1576 	5.76022512333 	9078.11479436
let me 	1574 	5.76625529235 	9076.08583016
get it 	1573 	5.76357072698 	9066.09675354
now and 	1570 	5.73060795362 	8997.05448719
size and 	1564 	5.72866431841 	8959.630994
battery back 	1564 	5.77435250259 	9031.08731404
time to 	1563 	5.75224104898 	8990.75275955
to take 	1561 	5.77232204504 	9010.5947123
awesome phone 	1560 	5.75025495101 	8970.39772357
was the 	1559 	5.77164614099 	8997.9963338
iphone and 	1558 	5.79005784418 	9020.91012123
even though 	1555 	5.81444080065 	9041.45544502
wait for 	1554 	5.78319910673 	8987.09141185
it but 	1551 	5.76558347506 	8942.41996982
the latest 	1550 	5.81868108969 	9018.95568902
phone if 	1549 	5.75755667611 	8918.4552913
other than 	1549 	5.75556000324 	8915.36244501
and good 	1547 	5.75755667611 	8906.94017795
best in 	1544 	5.82009852437 	8986.23212163
not to 	1542 	5.77774578715 	8909.28400378
phone so 	1540 	5.75489533056 	8862.53880907
super amoled 	1537 	5.82365092598 	8950.95147323
can say 	1535 	5.79212467233 	8890.91137203
it not 	1534 	5.81514626806 	8920.4343752
picture quality 	1529 	5.75025495101 	8792.13982009
this range 	1527 	5.8554685051 	8941.30040728
are the 	1521 	5.77978729857 	8791.05648113
who are 	1518 	5.78730870155 	8785.13460896
enough to 	1518 	5.82793053308 	8846.79854922
kind of 	1514 	5.83151091643 	8828.90752747
to play 	1512 	5.82936114849 	8813.99405652
display and 	1508 	5.77367522522 	8706.70223962
fast processor 	1505 	5.75622511799 	8663.11880258
my old 	1504 	5.85180146762 	8801.10940729
not be 	1500 	5.80951641504 	8714.27462257
is ok 	1498 	5.81585223349 	8712.14664577
strong easy 	1495 	5.76089334921 	8612.53555707
should have 	1494 	5.85180146762 	8742.59139262
is only 	1489 	5.82293943538 	8670.35681928
in india 	1487 	5.87700665665 	8739.10889843
for phone 	1487 	5.80461616023 	8631.46423026
because it 	1486 	5.81938955589 	8647.61288006
strong love 	1485 	5.76760028247 	8564.88641947
other phone 	1482 	5.80671332982 	8605.54915479
to hold 	1481 	5.82009852437 	8619.5659146
enough for 	1481 	5.82650196141 	8629.04940485
strong everything 	1480 	5.77097069348 	8541.03662635
very well 	1478 	5.83871037157 	8629.61392918
the sound 	1477 	5.86655099754 	8664.89582337
of android 	1477 	5.84088035434 	8626.98028336
lumia 820 	1476 	6.69812371817 	9886.43060802
to flipkart 	1474 	5.80182675814 	8551.8926415
very happy 	1473 	5.81655869767 	8567.79096167
over the 	1472 	5.84450748925 	8603.11502418
have had 	1468 	5.83438448162 	8564.87641902
light weight 	1466 	5.7976571899 	8499.3654404
the s3 	1464 	6.26572095433 	9173.01547714
than my 	1464 	5.82936114849 	8534.18472139
along with 	1464 	5.85253380013 	8568.10948339
for you 	1463 	5.87176516206 	8590.39243209
very very 	1455 	5.89442474184 	8576.38799937
such as 	1451 	5.91604720585 	8584.18449569
mobile phone 	1447 	5.94938362612 	8608.75810699
strong this 	1444 	5.7955789072 	8368.815942
don know 	1443 	5.86729421571 	8466.50555327
br very 	1442 	5.94535623445 	8573.20369007
web browsing 	1439 	5.84015650342 	8403.98520842
back to 	1438 	5.86803798666 	8438.23862482
waiting for 	1433 	5.837266328 	8364.80264802
backup is 	1433 	5.81797312506 	8337.15548821
terms of 	1430 	5.92782590504 	8476.79104421
512 mb 	1430 	5.888331806 	8420.31448258
iphone 4s 	1429 	6.04058603163 	8631.9974392
after using 	1428 	5.84305505617 	8343.88262022
so it 	1426 	5.84960768246 	8341.54055519
mb ram 	1422 	5.90672312897 	8399.3602894
is it 	1418 	5.84232962995 	8284.42341527
and more 	1418 	5.8416047296 	8283.39550657
of them 	1414 	5.89366109155 	8333.63678345
phone you 	1413 	5.83438448162 	8243.98527253
sound is 	1412 	5.85841184791 	8272.07752925
android and 	1411 	5.85033840956 	8254.8274959
from samsung 	1410 	5.88909139586 	8303.61886816
and that 	1409 	5.87850928653 	8282.81958472
is superb 	1408 	5.87775768935 	8275.88282661
also good 	1408 	5.88454248734 	8285.43582217
phone will 	1403 	5.86136387958 	8223.49352305
everything is 	1403 	5.84814782818 	8204.95140294
satisfied with 	1402 	5.8554685051 	8209.36684414
in terms 	1401 	5.94616041624 	8330.57074315
instead of 	1401 	5.8569390936 	8205.57167013
one and 	1399 	5.88985156313 	8239.90233683
make it 	1399 	5.87625618757 	8220.88240641
speed is 	1397 	5.86284316979 	8190.39190819
than this 	1396 	5.86655099754 	8189.70519257
inch screen 	1396 	5.8906123087 	8223.29478295
sim card 	1395 	6.07567735144 	8475.56990526
purchased this 	1392 	5.84088035434 	8130.50545324
but you 	1392 	5.88909139586 	8197.61522304
features like 	1389 	5.87400815365 	8158.99732542
they have 	1386 	5.89671919791 	8172.8528083
cell phone 	1386 	5.97306786916 	8278.67206665
my friends 	1385 	5.92388423656 	8204.57966763
am very 	1383 	5.86432465154 	8110.36099308
be the 	1378 	5.87625618757 	8097.48102647
look at 	1374 	5.92861610659 	8145.91853045
the processor 	1372 	5.90209349108 	8097.67226976
very responsive 	1371 	5.8569390936 	8029.86349732
its good 	1371 	5.881521337 	8063.56575303
and if 	1370 	5.88757279268 	8065.97472598
if the 	1369 	5.90595003269 	8085.24559475
great features 	1369 	5.85400007605 	8014.12610411
fast br 	1369 	5.87400815365 	8041.51716235
very much 	1368 	5.92231190919 	8101.72269177
in it 	1368 	5.89901893062 	8069.85789709
for all 	1365 	5.89671919791 	8049.02170515
the fact 	1364 	5.90517753361 	8054.66215585
hd video 	1363 	5.91215160295 	8058.26263482
the note 	1359 	6.48527185289 	8813.48444808
br fast 	1359 	5.88681435503 	8000.18070848
only thing 	1358 	5.86803798666 	7968.79558589
price is 	1357 	5.88605649217 	7987.37865987
android market 	1356 	5.90982150481 	8013.71796052
like this 	1355 	5.89825176526 	7992.13114193
first of 	1354 	5.87700665665 	7957.4670131
micro sd 	1353 	5.95342730328 	8054.98714134
ram is 	1352 	5.89518897573 	7970.29549519
beautiful screen 	1351 	5.86432465154 	7922.70260423
of ram 	1346 	5.95261725868 	8012.22283019
it also 	1345 	5.91682815083 	7958.13386287
with an 	1344 	5.9437498084 	7988.39974249
works well 	1343 	5.89825176526 	7921.35212074
and there 	1342 	5.89442474184 	7910.31800354
even if 	1341 	5.93814755285 	7963.05586837
led flash 	1340 	5.89901893062 	7904.68536703
but that 	1336 	5.92309776385 	7913.2586125
go to 	1334 	5.95993139125 	7950.54847593
phone its 	1329 	5.92309776385 	7871.79692815
