word 	tf_score 	idf_score
amoled display br 	58 	8.99390606384 	521.646551703
amoled hd screen 	53 	9.10115159419 	482.361034492
amoled plus display 	54 	9.06411032251 	489.461957416
amoled plus screen 	67 	8.85193580257 	593.079698772
amoled screen br 	71 	8.79477738873 	624.4291946
amoled touchscreen display 	88 	8.58280713801 	755.287028145
amp layouts sensors 	336 	7.25136057739 	2436.457154
amp size display 	336 	7.25136057739 	2436.457154
amp touch screen 	336 	7.25136057739 	2436.457154
android atlas section 	79 	8.68941687307 	686.463932973
android based phone 	54 	9.06411032251 	489.461957416
android br br 	72 	8.86675088836 	638.406063962
android dual sim 	54 	9.06411032251 	489.461957416
android ginger bread 	53 	9.08245946118 	481.370351443
android ice cream 	277 	7.45104264203 	2063.93881184
android jelly bean 	482 	6.93371645366 	3342.05133066
android market br 	100 	8.45632299091 	845.632299091
android os br 	136 	8.16616872931 	1110.59894719
android os great 	58 	8.99390606384 	521.646551703
android phone br 	135 	8.18109437952 	1104.44774124
android phone good 	53 	9.08245946118 	481.370351443
android phone just 	52 	9.10115159419 	473.259882898
android phone market 	75 	8.74071016746 	655.55326256
android phone price 	99 	8.49673252924 	841.176520395
android phone samsung 	69 	8.8229482657 	608.783430333
android phones br 	56 	9.04609181701 	506.581141753
android smart phone 	97 	8.48647602908 	823.18817482
android v2 gingerbread 	90 	8.57163383742 	771.447045367
android v4 ice 	124 	8.30926957295 	1030.34942705
android v4 jelly 	89 	8.59410669327 	764.875495701
android windows phone 	69 	8.83733700315 	609.776253217
angry birds temple 	58 	8.99390606384 	521.646551703
aperture carl zeiss 	133 	8.1736037078 	1087.08929314
app store br 	72 	8.7809840666 	632.230852795
apple iphone 4s 	51 	9.12019978917 	465.130189247
apps android market 	132 	8.18109437952 	1079.9044581
apps app store 	61 	8.96056964357 	546.594748258
apps available android 	70 	8.80876363071 	616.613454149
apps battery life 	60 	8.96056964357 	537.634178614
apps br br 	96 	8.51756661615 	817.68639515
apps br great 	59 	8.97709894552 	529.648837786
apps br nice 	50 	9.13961787502 	456.980893751
apps easy use 	72 	8.7809840666 	632.230852795
apps google play 	126 	8.22725642129 	1036.63430908
apps home screen 	80 	8.67699435307 	694.159548246
apps internal memory 	64 	8.89705623785 	569.411599222
apps like facebook 	62 	8.92830878136 	553.555144444
apps like google 	58 	8.99390606384 	521.646551703
apps like nokia 	138 	8.13696957462 	1122.9018013
apps like whatsapp 	58 	8.99390606384 	521.646551703
apps moved sd 	77 	8.71473468106 	671.034570441
apps play store 	81 	8.66472426048 	701.842665099
apps run smoothly 	66 	8.86675088836 	585.205558631
apps running background 	73 	8.80876363071 	643.039745041
apps sd card 	354 	7.30939212497 	2587.52481224
apps windows phone 	50 	9.13961787502 	456.980893751
arm cortex a9 	56 	9.02839223991 	505.589965435
atlas section luke_topic 	79 	8.68941687307 	686.463932973
audio quality good 	76 	8.72763808589 	663.300494528
auto focus camera 	69 	8.8229482657 	608.783430333
available android market 	71 	8.79477738873 	624.4291946
available google play 	53 	9.08245946118 	481.370351443
available price range 	66 	8.86675088836 	585.205558631
average battery life 	95 	8.50709531628 	808.174055046
awesome battery life 	129 	8.21941324383 	1060.30430845
awesome br br 	77 	8.75395539421 	674.054565354
awesome build quality 	56 	9.06411032251 	507.590178061
awesome phone price 	61 	8.9443091227 	545.602856485
awesome touch screen 	51 	9.12019978917 	465.130189247
bad battery life 	102 	8.44647069446 	861.540010835
battery 2100 mah 	59 	8.97709894552 	529.648837786
battery backup better 	71 	8.79477738873 	624.4291946
battery backup br 	56 	9.02839223991 	505.589965435
battery backup day 	73 	8.76737841454 	640.018624262
battery backup decent 	50 	9.13961787502 	456.980893751
battery backup good 	517 	6.82340063324 	3527.69812738
battery backup great 	62 	8.92830878136 	553.555144444
battery backup low 	67 	8.85193580257 	593.079698772
battery backup nice 	56 	9.02839223991 	505.589965435
battery backup ok 	59 	8.97709894552 	529.648837786
battery backup phone 	55 	9.04609181701 	497.535049936
battery backup poor 	63 	8.91256042439 	561.491306736
battery backup really 	58 	8.99390606384 	521.646551703
battery br br 	69 	8.86675088836 	611.805811297
battery drains fast 	138 	8.13696957462 	1122.9018013
battery drains quickly 	90 	8.56058400123 	770.452560111
battery lasts day 	336 	7.25136057739 	2436.457154
battery lasts days 	127 	8.21941324383 	1043.86548197
battery lasts long 	56 	9.02839223991 	505.589965435
battery lasts longer 	56 	9.02839223991 	505.589965435
battery life amazing 	141 	8.11561645015 	1144.30191947
battery life android 	57 	9.0110004972 	513.62702834
battery life average 	135 	8.15878862201 	1101.43646397
battery life awesome 	116 	8.30926957295 	963.875270462
battery life bad 	94 	8.51756661615 	800.651261918
battery life battery 	129 	8.30926957295 	1071.89577491
battery life best 	84 	8.65260289995 	726.818643596
battery life better 	380 	7.12864413262 	2708.8847704
battery life big 	55 	9.04609181701 	497.535049936
battery life br 	1015 	6.1616902261 	6254.11557949
battery life camera 	104 	8.41748315759 	875.418248389
battery life compared 	85 	8.61709621149 	732.453177977
battery life cons 	56 	9.02839223991 	505.589965435
battery life day 	137 	8.14418982259 	1115.75400569
battery life days 	121 	8.28395176496 	1002.35816356
battery life decent 	210 	7.71958537427 	1621.1129286
battery life easy 	68 	8.83733700315 	600.938916214
battery life excellent 	167 	7.94747952834 	1327.22908123
battery life far 	51 	9.12019978917 	465.130189247
battery life fast 	88 	8.58280713801 	755.287028145
battery life good 	1044 	6.12350643913 	6392.94072245
battery life great 	515 	6.82727660708 	3516.04745265
battery life heavy 	57 	9.0110004972 	513.62702834
battery life improved 	86 	8.60553538909 	740.076043462
battery life isn 	102 	8.43671451952 	860.544880991
battery life issue 	53 	9.08245946118 	481.370351443
battery life just 	104 	8.45632299091 	879.457591054
battery life lasts 	91 	8.5496549307 	778.018598693
battery life little 	73 	8.76737841454 	640.018624262
battery life long 	50 	9.13961787502 	456.980893751
battery life low 	60 	8.96056964357 	537.634178614
battery life nice 	77 	8.71473468106 	671.034570441
battery life ok 	126 	8.22725642129 	1036.63430908
battery life phone 	248 	7.55399061128 	1873.3896716
battery life poor 	129 	8.20390905729 	1058.30426839
battery life pretty 	161 	7.98384717251 	1285.39939477
battery life quality 	61 	8.9443091227 	545.602856485
battery life really 	85 	8.61709621149 	732.453177977
battery life screen 	93 	8.52814872548 	793.117831469
battery life short 	101 	8.44647069446 	853.093540141
battery life use 	70 	8.80876363071 	616.613454149
battery life used 	50 	9.13961787502 	456.980893751
battery life using 	59 	8.97709894552 	529.648837786
battery life wifi 	68 	8.83733700315 	600.938916214
beautiful display br 	77 	8.71473468106 	671.034570441
beautiful large screen 	63 	8.91256042439 	561.491306736
beautiful screen br 	338 	7.24544340037 	2448.95986932
beautiful screen easy 	71 	8.79477738873 	624.4291946
beautiful screen fast 	57 	9.0110004972 	513.62702834
beautiful screen great 	94 	8.51756661615 	800.651261918
best android phone 	296 	7.38108405342 	2184.80087981
best android phones 	80 	8.67699435307 	694.159548246
best battery life 	60 	8.96056964357 	537.634178614
best budget phone 	86 	8.67699435307 	746.221514364
best buy price 	76 	8.75395539421 	665.30060996
best camera phone 	77 	8.71473468106 	671.034570441
best cell phone 	53 	9.13961787502 	484.399747376
best dual sim 	130 	8.22725642129 	1069.54333477
best feature phone 	51 	9.12019978917 	465.130189247
best looking phone 	78 	8.70199565528 	678.755661112
best mid range 	62 	9.0110004972 	558.682030826
best mobile phone 	85 	8.71473468106 	740.75244789
best phone available 	138 	8.13696957462 	1122.9018013
best phone buy 	71 	8.79477738873 	624.4291946
best phone market 	306 	7.34459576016 	2247.44630261
best phone owned 	107 	8.39861467328 	898.651770041
best phone price 	362 	7.17704067348 	2598.0887238
best phone range 	114 	8.32651137938 	949.22229725
best phone seen 	63 	8.91256042439 	561.491306736
best phone till 	70 	8.80876363071 	616.613454149
best phone used 	127 	8.21941324383 	1043.86548197
best phone ve 	236 	7.60338336661 	1794.39847452
best price range 	125 	8.2351616008 	1029.3952001
best smart phone 	252 	7.54599056861 	1901.58962329
best smartphone available 	69 	8.92830878136 	616.053305914
best smartphone market 	59 	8.97709894552 	529.648837786
best thing phone 	117 	8.30075888328 	971.188789344
best touch screen 	69 	8.8229482657 	608.783430333
best value money 	159 	8.0215875005 	1275.43241258
best ve seen 	95 	8.51756661615 	809.168828534
best ve used 	67 	8.85193580257 	593.079698772
better android phone 	51 	9.12019978917 	465.130189247
better android phones 	54 	9.06411032251 	489.461957416
better battery backup 	56 	9.02839223991 	505.589965435
better battery life 	344 	7.23371306058 	2488.39729284
better br br 	95 	8.51756661615 	809.168828534
better build quality 	55 	9.10115159419 	500.563337681
better phone price 	72 	8.7809840666 	632.230852795
better review product 	53 	9.08245946118 	481.370351443
better samsung galaxy 	201 	7.76813859969 	1561.39585854
better screen resolution 	75 	8.74071016746 	655.55326256
better sound quality 	51 	9.12019978917 	465.130189247
big beautiful screen 	80 	8.67699435307 	694.159548246
big bright screen 	137 	8.14418982259 	1115.75400569
big screen br 	185 	7.84569683403 	1451.4539143
big screen fast 	83 	8.6406267089 	717.172016839
big screen good 	134 	8.16616872931 	1094.26660973
big screen great 	51 	9.12019978917 	465.130189247
big screen nice 	81 	8.66472426048 	701.842665099
big screen size 	69 	8.85193580257 	610.783570377
big touch screen 	59 	8.97709894552 	529.648837786
bigger screen better 	54 	9.06411032251 	489.461957416
bigger screen size 	50 	9.13961787502 	456.980893751
birds temple run 	52 	9.10115159419 	473.259882898
bluetooth file transfer 	85 	8.66472426048 	736.501562141
bluetooth nfc wi 	79 	8.68941687307 	686.463932973
bluetooth wi fi 	97 	8.49673252924 	824.183055337
bought htc explorer 	52 	9.10115159419 	473.259882898
bought nokia lumia 	95 	8.50709531628 	808.174055046
bought phone couple 	57 	9.0110004972 	513.62702834
bought phone day 	55 	9.04609181701 	497.535049936
bought phone days 	214 	7.70080547962 	1647.97237264
bought phone flipkart 	325 	7.28454612638 	2367.47749107
bought phone just 	52 	9.13961787502 	475.260129501
bought phone local 	129 	8.20390905729 	1058.30426839
bought phone month 	205 	7.74356733896 	1587.43130449
bought phone months 	178 	7.88405770191 	1403.36227094
bought phone recently 	76 	8.72763808589 	663.300494528
bought phone week 	235 	7.60761170272 	1787.78875014
bought phone weeks 	126 	8.22725642129 	1036.63430908
bought phone wife 	63 	8.91256042439 	561.491306736
bought phone yesterday 	55 	9.04609181701 	497.535049936
bought samsung galaxy 	185 	7.84569683403 	1451.4539143
bought sony xperia 	91 	8.5496549307 	778.018598693
br 3g br 	76 	8.72763808589 	663.300494528
br 4g br 	82 	8.65260289995 	709.513437796
br 4g lte 	91 	8.5496549307 	778.018598693
br 5mp camera 	145 	8.09470976533 	1173.73291597
br 8mp camera 	106 	8.39861467328 	890.253155368
br amazing camera 	58 	8.99390606384 	521.646551703
br amazing screen 	55 	9.04609181701 	497.535049936
br android br 	276 	7.44742600156 	2055.48957643
br android gingerbread 	50 	9.13961787502 	456.980893751
br android market 	84 	8.62879225126 	724.818549106
br android os 	174 	7.90665753382 	1375.75841089
br app store 	77 	8.71473468106 	671.034570441
br apps br 	90 	8.59410669327 	773.469602394
br awesome screen 	51 	9.12019978917 	465.130189247
br battery backup 	144 	8.15146258192 	1173.8106118
br battery br 	73 	8.76737841454 	640.018624262
br battery good 	63 	8.91256042439 	561.491306736
br battery lasts 	76 	8.72763808589 	663.300494528
br battery life 	878 	6.3029502961 	5533.99035997
br beautiful display 	57 	9.0110004972 	513.62702834
br beautiful screen 	148 	8.0674972018 	1193.98958587
br best phone 	67 	8.9443091227 	599.268711221
br big screen 	120 	8.27565296215 	993.078355458
br bought phone 	50 	9.13961787502 	456.980893751
br br android 	123 	8.30926957295 	1022.04015747
br br battery 	316 	7.34459576016 	2320.89226021
br br best 	143 	8.12980108514 	1162.56155517
br br better 	50 	9.13961787502 	456.980893751
br br bought 	66 	8.86675088836 	585.205558631
br br br 	346 	7.74843352861 	2680.9580009
br br buy 	90 	8.61709621149 	775.538659034
br br camera 	316 	7.34134372477 	2319.86461703
br br coming 	69 	8.89705623785 	613.896880412
br br conclusion 	59 	8.97709894552 	529.648837786
br br cons 	628 	6.64011242581 	4169.99060341
br br display 	100 	8.48647602908 	848.647602908
br br don 	71 	8.79477738873 	624.4291946
br br features 	60 	8.99390606384 	539.63436383
br br finally 	80 	8.72763808589 	698.211046871
br br flipkart 	90 	8.56058400123 	770.452560111
br br good 	265 	7.65090850847 	2027.49075475
br br great 	141 	8.16616872931 	1151.42979083
br br htc 	78 	8.8229482657 	688.189964724
br br just 	94 	8.53884401459 	802.651337372
br br music 	57 	9.0110004972 	513.62702834
br br overall 	295 	7.38786374041 	2179.41980342
br br people 	59 	9.0110004972 	531.649029335
br br phone 	421 	7.12080095516 	2997.85720212
br br price 	65 	8.88178876572 	577.316269772
br br processor 	73 	8.79477738873 	642.018749377
br br pros 	358 	7.20214659461 	2578.36848087
br br really 	53 	9.08245946118 	481.370351443
br br samsung 	102 	8.53884401459 	870.962089489
br br say 	56 	9.04609181701 	506.581141753
br br screen 	149 	8.07423123398 	1203.06045386
br br sound 	68 	8.83733700315 	600.938916214
br br thanks 	91 	8.5496549307 	778.018598693
br br thing 	73 	8.79477738873 	642.018749377
br br touch 	95 	8.53884401459 	811.190181386
br br using 	83 	8.6406267089 	717.172016839
br br want 	72 	8.83733700315 	636.288264227
br bright screen 	77 	8.71473468106 	671.034570441
br build quality 	224 	7.65979745589 	1715.79463012
br camera br 	365 	7.1853394763 	2622.64890885
br camera flash 	90 	8.56058400123 	770.452560111
br camera good 	139 	8.12980108514 	1130.04235083
br camera great 	70 	8.80876363071 	616.613454149
br camera quality 	153 	8.03449090533 	1229.27710852
br camera takes 	84 	8.62879225126 	724.818549106
br camera video 	62 	8.92830878136 	553.555144444
br clear quality 	55 	9.04609181701 	497.535049936
br cons br 	652 	6.59139894582 	4297.59211267
br customizable br 	87 	8.59410669327 	747.687282314
br decent battery 	109 	8.37096314195 	912.434982473
br decent camera 	122 	8.25925915237 	1007.62961659
br design br 	87 	8.59410669327 	747.687282314
br display br 	74 	8.75395539421 	647.792699172
br dual core 	157 	8.00884847472 	1257.38921053
br dual sim 	105 	8.45632299091 	887.913914045
br ease use 	167 	7.94747952834 	1327.22908123
br easy root 	60 	8.96056964357 	537.634178614
br easy use 	346 	7.2221187278 	2498.85307982
br excellent camera 	98 	8.47632365761 	830.679718446
br excellent quality 	55 	9.04609181701 	497.535049936
br excellent screen 	86 	8.60553538909 	740.076043462
br excellent sound 	50 	9.13961787502 	456.980893751
br expandable memory 	108 	8.38009562552 	905.050327556
br facing camera 	118 	8.29232001464 	978.493761727
br fast br 	297 	7.37435002124 	2190.18195631
br fast internet 	88 	8.58280713801 	755.287028145
br fast processor 	264 	7.49171368176 	1977.81241198
br fast responsive 	50 	9.13961787502 	456.980893751
br features br 	85 	8.61709621149 	732.453177977
br fm radio 	79 	8.68941687307 	686.463932973
br form factor 	56 	9.02839223991 	505.589965435
br good battery 	278 	7.44023172593 	2068.38441981
br good build 	60 	8.96056964357 	537.634178614
br good camera 	340 	7.23956103046 	2461.45075036
br good phone 	95 	8.52814872548 	810.17412892
br good quality 	230 	7.62902579722 	1754.67593336
br good screen 	88 	8.58280713801 	755.287028145
br good sound 	131 	8.18864158516 	1072.71204766
br good touch 	55 	9.04609181701 	497.535049936
br google maps 	53 	9.08245946118 	481.370351443
br gorgeous screen 	86 	8.60553538909 	740.076043462
br gorilla glass 	80 	8.67699435307 	694.159548246
br gps br 	117 	8.30075888328 	971.188789344
br great apps 	86 	8.60553538909 	740.076043462
br great battery 	161 	7.98384717251 	1285.39939477
br great camera 	369 	7.15794050211 	2641.28004528
br great display 	70 	8.80876363071 	616.613454149
br great keyboard 	63 	8.91256042439 	561.491306736
br great phone 	119 	8.28395176496 	985.790260031
br great quality 	161 	7.98384717251 	1285.39939477
br great reception 	51 	9.12019978917 	465.130189247
br great screen 	232 	7.62040505418 	1767.93397257
br great sound 	109 	8.37096314195 	912.434982473
br great web 	55 	9.04609181701 	497.535049936
br hd video 	94 	8.51756661615 	800.651261918
br high quality 	67 	8.85193580257 	593.079698772
br high resolution 	54 	9.06411032251 	489.461957416
br htc sense 	240 	7.59917283408 	1823.80148018
br internal memory 	122 	8.25925915237 	1007.62961659
br keyboard br 	248 	7.55399061128 	1873.3896716
br large screen 	116 	8.30926957295 	963.875270462
br light br 	97 	8.48647602908 	823.18817482
br light weight 	152 	8.04100558635 	1222.23284913
br lightweight br 	83 	8.6406267089 	717.172016839
br live tiles 	59 	8.97709894552 	529.648837786
br long battery 	61 	8.9443091227 	545.602856485
br lots apps 	79 	8.68941687307 	686.463932973
br loud clear 	51 	9.12019978917 	465.130189247
br loud speaker 	59 	8.97709894552 	529.648837786
br low internal 	60 	8.97709894552 	538.625936731
br megapixel camera 	88 	8.58280713801 	755.287028145
br mp camera 	142 	8.10859887749 	1151.4210406
br multi tasking 	63 	8.91256042439 	561.491306736
br multitasking br 	90 	8.56058400123 	770.452560111
br music player 	138 	8.15146258192 	1124.9018363
br nfc br 	62 	8.92830878136 	553.555144444
br nice camera 	119 	8.28395176496 	985.790260031
br nice screen 	103 	8.42705260861 	867.986418686
br opera browser 	61 	8.9443091227 	545.602856485
br overall good 	72 	8.7809840666 	632.230852795
br physical keyboard 	130 	8.19624618455 	1065.51200399
br pretty fast 	59 	8.97709894552 	529.648837786
br pretty good 	61 	8.9443091227 	545.602856485
br price br 	92 	8.5496549307 	786.568253624
br pros br 	503 	6.85284338805 	3446.98022419
br quality br 	184 	7.85108768267 	1444.60013361
br qwerty keyboard 	134 	8.16616872931 	1094.26660973
br removable battery 	79 	8.68941687307 	686.463932973
br responsive touch 	104 	8.41748315759 	875.418248389
br screen br 	209 	7.72433597703 	1614.3862192
br screen resolution 	156 	8.0215875005 	1251.36765008
br screen size 	219 	7.67781596139 	1681.44169555
br sd card 	58 	9.02839223991 	523.646749915
br sense ui 	54 	9.06411032251 	489.461957416
br size br 	75 	8.74071016746 	655.55326256
br sleek design 	121 	8.26742246301 	1000.35811802
br slim br 	56 	9.02839223991 	505.589965435
br solid build 	73 	8.76737841454 	640.018624262
br solid feel 	69 	8.8229482657 	608.783430333
br sound quality 	204 	7.74843352861 	1580.68043984
br speed br 	192 	7.84033489089 	1505.34429905
br super fast 	176 	7.91238820853 	1392.5803247
br swype br 	63 	8.91256042439 	561.491306736
br touch flo 	68 	8.88178876572 	603.961636069
br touch screen 	405 	7.0725069458 	2864.36531305
br user friendly 	124 	8.24312977044 	1022.14809154
br user interface 	76 	8.72763808589 	663.300494528
br video recording 	72 	8.7809840666 	632.230852795
br web browser 	70 	8.80876363071 	616.613454149
br web browsing 	68 	8.83733700315 	600.938916214
br wi fi 	201 	7.76317581035 	1560.39833788
br wifi br 	220 	7.67328080623 	1688.12177737
br windows mobile 	113 	8.33524505935 	941.882691707
br windows phone 	57 	9.08245946118 	517.700189287
br wireless charging 	76 	8.72763808589 	663.300494528
brand new phone 	54 	9.13961787502 	493.539365251
bright clear screen 	69 	8.8229482657 	608.783430333
bright colorful screen 	54 	9.06411032251 	489.461957416
bright screen br 	165 	7.95945571939 	1313.3101937
bright screen great 	62 	8.92830878136 	553.555144444
bright screen vg 	55 	9.04609181701 	497.535049936
browser br great 	52 	9.10115159419 	473.259882898
browser ipod keyboard 	336 	7.25136057739 	2436.457154
budget android phone 	103 	8.42705260861 	867.986418686
budget smart phone 	67 	8.89705623785 	596.102767936
build quality awesome 	55 	9.04609181701 	497.535049936
build quality br 	290 	7.40501681963 	2147.45487769
build quality design 	73 	8.76737841454 	640.018624262
build quality excellent 	56 	9.02839223991 	505.589965435
build quality feels 	60 	8.96056964357 	537.634178614
build quality good 	279 	7.43665390458 	2074.82643938
build quality great 	91 	8.60553538909 	783.103720407
build quality phone 	98 	8.51756661615 	834.721528382
built like tank 	51 	9.12019978917 	465.130189247
buy android phone 	120 	8.27565296215 	993.078355458
buy br br 	87 	8.61709621149 	749.6873704
buy new phone 	97 	8.48647602908 	823.18817482
buy nokia lumia 	71 	8.79477738873 	624.4291946
buy phone flipkart 	111 	8.35294463645 	927.176854646
buy phone good 	70 	8.88178876572 	621.7252136
buy phone just 	76 	8.72763808589 	663.300494528
buy price range 	97 	8.48647602908 	823.18817482
buy samsung galaxy 	166 	7.99003914276 	1326.3464977
buy smart phone 	68 	8.89705623785 	604.999824174
buy sony xperia 	71 	8.79477738873 	624.4291946
camera auto focus 	114 	8.32651137938 	949.22229725
camera battery life 	111 	8.35294463645 	927.176854646
camera br android 	90 	8.56058400123 	770.452560111
camera br br 	166 	7.97157707992 	1323.28179527
camera br excellent 	52 	9.10115159419 	473.259882898
camera br good 	127 	8.26742246301 	1049.9626528
camera br great 	72 	8.7809840666 	632.230852795
camera br screen 	60 	8.96056964357 	537.634178614
camera button br 	56 	9.02839223991 	505.589965435
camera carl zeiss 	77 	8.71473468106 	671.034570441
camera clarity good 	112 	8.40800441363 	941.696494327
camera dual sim 	76 	8.72763808589 	663.300494528
camera easy use 	106 	8.39861467328 	890.253155368
camera flash br 	121 	8.26742246301 	1000.35811802
camera flash good 	53 	9.08245946118 	481.370351443
camera flash mp 	53 	9.08245946118 	481.370351443
camera good battery 	65 	8.88178876572 	577.316269772
camera good flash 	69 	8.8229482657 	608.783430333
camera good good 	53 	9.08245946118 	481.370351443
camera good low 	57 	9.0110004972 	513.62702834
camera good quality 	114 	8.32651137938 	949.22229725
camera good touch 	53 	9.08245946118 	481.370351443
camera hd recording 	56 	9.12019978917 	510.731188193
camera hd video 	113 	8.33524505935 	941.882691707
camera led flash 	258 	7.51848392283 	1939.76885209
camera low light 	92 	8.53884401459 	785.573649343
camera mp camera 	71 	8.79477738873 	624.4291946
camera mp secondary 	87 	8.6406267089 	751.734523675
camera music player 	100 	8.45632299091 	845.632299091
camera picture quality 	155 	8.0215875005 	1243.34606258
camera pretty good 	135 	8.15878862201 	1101.43646397
camera quality awesome 	80 	8.67699435307 	694.159548246
camera quality bad 	50 	9.13961787502 	456.980893751
camera quality br 	53 	9.08245946118 	481.370351443
camera quality good 	586 	6.7032563214 	3928.10820434
camera quality great 	104 	8.41748315759 	875.418248389
camera quality poor 	61 	8.9443091227 	545.602856485
camera quite good 	89 	8.57163383742 	762.87541153
camera really good 	110 	8.36191330643 	919.810463708
camera takes good 	141 	8.11561645015 	1144.30191947
camera takes great 	237 	7.59917283408 	1801.00396168
camera technology optical 	72 	8.7809840666 	632.230852795
camera upto mark 	51 	9.12019978917 	465.130189247
camera video calling 	96 	8.50709531628 	816.681150363
camera video calls 	59 	8.97709894552 	529.648837786
camera video camera 	53 	9.08245946118 	481.370351443
camera video chat 	55 	9.04609181701 	497.535049936
camera video quality 	68 	8.83733700315 	600.938916214
camera video recorder 	59 	8.97709894552 	529.648837786
camera video recording 	140 	8.12268361737 	1137.17570643
camera wi fi 	71 	8.86675088836 	629.539313073
camera works great 	69 	8.8229482657 	608.783430333
canvas hd a116 	70 	8.8229482657 	617.606378599
capacitive touch screen 	291 	7.42953643681 	2161.99510311
capacity 32 gb 	83 	8.68941687307 	721.221600465
card slot br 	59 	8.99390606384 	530.640457767
carl zeiss lens 	107 	8.48647602908 	908.052935111
carl zeiss optics 	53 	9.08245946118 	481.370351443
carl zeiss tessar 	323 	7.34785840579 	2373.35826507
charge twice day 	120 	8.29232001464 	995.078401756
chip gb ram 	65 	8.88178876572 	577.316269772
class 10 memory 	65 	8.99390606384 	584.60389415
clear black display 	117 	8.30075888328 	971.188789344
clear quality br 	55 	9.04609181701 	497.535049936
clear screen br 	93 	8.52814872548 	793.117831469
cnet com android 	79 	8.68941687307 	686.463932973
collected person interaction 	237 	7.59917283408 	1801.00396168
com android atlas 	79 	8.68941687307 	686.463932973
comes pre installed 	52 	9.13961787502 	475.260129501
compared android phones 	72 	8.7809840666 	632.230852795
compared samsung galaxy 	107 	8.38931228062 	897.656414027
connectivity features like 	77 	8.71473468106 	671.034570441
cons battery backup 	76 	8.72763808589 	663.300494528
cons battery life 	189 	7.82441943559 	1478.81527333
cons br battery 	56 	9.02839223991 	505.589965435
cons br br 	176 	7.95344969533 	1399.80714638
cons br camera 	52 	9.10115159419 	473.259882898
cons camera good 	56 	9.02839223991 	505.589965435
